# ::id 675006
# ::tok On October 21 , 2011 , a pre - taped interview with Barbara Walters aired on ABC 's 20 / 20 , during the interview Carey and Cannon allowed the cameras to photograph / film twins Moroccan and Monroe for the first time .
# ::alignments 0-1.1.1.1 1-1.1.1.2 2-1.1.1.2 4-1.1.1.2 6-1.1.2.1 7-1.1.2.2.1 9-1.1.2.2.2 10-1.1.2.3 11-1.1.2.4.1 12-1.1.2.4.2 13-1.1.2.4.2 14-1.1.3 15-1.1.4.1 16-1.1.4.2.1 17-1.1.4.2.2 18-1.1.4.3 20-1.1.4.3 22-1.2.3.1 23-1.2.3.2 24-1.2.3.3 25-1.2.4.1 26-1.2.4.2 27-1.2.4.3 28-1.2.5.1 29-1.2.6.1 30-1.2.6.2 32-1.2.5.3.1 34-1.2.5.3.2 35-1.2.1.1 36-1.2.1.2.1 37-1.2.1.2.2 38-1.2.1.2.3 39-1.2.2.1 40-1.2.2.2 41-1.2.2.3 42-1.2.2.4
# ::format ucca
(v1 / label
    :H (v2 / label
           :D (v4 / label
                  :R (v14 / label~e.0)
                  :C (v15 / label~e.1,2,4))
           :A (v5 / label
                  :E (v16 / label~e.6)
                  :E (v17 / label
                          :E (v39 / label~e.7)
                          :C (v40 / label~e.9))
                  :C (v18 / label~e.10)
                  :E (v19 / label
                          :R (v41 / label~e.11)
                          :C (v42 / label~e.12,13)))
           :P (v6 / label~e.14)
           :A (v7 / label
                  :R (v20 / label~e.15)
                  :E (v21 / label
                          :C (v43 / label~e.16)
                          :R (v44 / label~e.17))
                  :C (v22 / label~e.18,20)))
    :H (v3 / label
           :A (v8 / label
                  :E (v23 / label~e.35)
                  :C (v24 / label
                          :C (v45 / label~e.36)
                          :N (v46 / label~e.37)
                          :C (v47 / label~e.38)))
           :D (v9 / label
                  :R (v25 / label~e.39)
                  :E (v26 / label~e.40)
                  :E (v27 / label~e.41)
                  :C (v28 / label~e.42))
           :A (v10 / label
                   :R (v29 / label~e.22)
                   :E (v30 / label~e.23)
                   :C (v31 / label~e.24))
           :A (v11 / label
                   :C (v32 / label~e.25)
                   :N (v33 / label~e.26)
                   :C (v34 / label~e.27))
           :P (v12 / label
                   :E (v35 / label~e.28)
                   :C (v36 / label
                           :C (v48 / label~e.32)
                           :C (v49 / label~e.34)))
           :A (v13 / label
                   :E (v37 / label~e.29)
                   :C (v38 / label~e.30))))
