# ::id 475002
# ::tok Determined to play competitive basketball despite being out of the NBA , Johnson formed the Magic Johnson All - Stars , a barnstorming team composed of former NBA and college players .
# ::alignments 0-1.1.1.1 2-1.1.1.3 3-1.1.2.1 4-1.1.2.2 5-1.2 6-1.3.1 7-1.3.2.1.1 9-1.3.2.2 10-1.3.2.3 12-1.1.3 13-1.4.3 14-1.4.1.2 15-1.4.1.3 16-1.4.1.3 17-1.4.1.4 19-1.4.1.4 21-1.4.1.1.2.1.1 22-1.4.1.1.2.1.2 23-1.4.1.1.2.1.3 24-1.4.1.1.2.2 25-1.4.1.1.2.3.1 26-1.4.1.1.2.3.2 27-1.4.1.1.2.3.3.1 28-1.4.1.1.2.3.3.2 29-1.4.1.1.2.3.3.3 30-1.4.1.1.2.3.4
# ::format ucca
(v1 / label
    :H (v2 / label
           :P (v6 / label
                  :E (v13 / label~e.0)
                  :C (v14 / label~e.2))
           :A (v7 / label
                  :E (v15 / label~e.3)
                  :C (v16 / label~e.4))
           :A (v8 / label~e.12))
    :L (v3 / label~e.5)
    :H (v4 / label
           :P (v9 / label~e.6)
           :A (v10 / label
                   :R (v17 / label
                           :C (v24 / label~e.7))
                   :E (v18 / label~e.9)
                   :C (v19 / label~e.10))
           :A v8)
    :H (v5 / label
           :A (v11 / label
                   :E (v20 / label
                           :S (v25 / label)
                           :A (v26 / label
                                   :A (v27 / label
                                           :E (v30 / label~e.21)
                                           :E (v31 / label~e.22)
                                           :C (v32 / label~e.23))
                                   :P (v28 / label~e.24)
                                   :A (v29 / label
                                           :R (v33 / label~e.25)
                                           :E (v34 / label~e.26)
                                           :E (v35 / label
                                                   :C (v37 / label~e.27)
                                                   :N (v38 / label~e.28)
                                                   :C (v39 / label~e.29))
                                           :C (v36 / label~e.30)))
                           :A (v23 / label~e.17,19))
                   :E (v21 / label~e.14)
                   :E (v22 / label~e.15,16)
                   :C v23)
           :A v8
           :P (v12 / label~e.13)))
