# ::id 248005
# ::tok The tale of an AWOL soldier and his pregnant girlfriend , between whose perspectives the narrative alternates , the novel attracted critical praise : The Guardian called it " sharply and poignantly written ... makes for an intense one - sitting read " .
# ::alignments 0-1.1.1.1 1-1.1.1.2 2-1.1.2.2 3-1.1.2.3.1.1 4-1.1.2.3.1.2 5-1.1.2.3.1.3 6-1.1.2.3.2 7-1.1.2.3.3.1 8-1.1.2.3.3.2 9-1.1.2.3.3.3 11-1.1.2.1.1.1 13-1.1.2.1.1.2 14-1.1.2.1.3.1 15-1.1.2.1.3.2 16-1.1.2.1.4 18-1.2.1.1 19-1.2.1.2 20-1.2.2.1 21-1.2.3 22-1.2.2.2 24-1.3.3 25-1.3.3 26-1.3.4 27-1.3.5 29-1.3.1.1.2.1 30-1.3.1.1.2.2 31-1.3.1.1.2.3 32-1.3.1.1.3 34-1.3.1.2.1 35-1.3.1.2.2.1 36-1.3.1.2.2.2 37-1.3.1.2.2.3 38-1.3.1.2.2.4.1 40-1.3.1.2.2.4.2 41-1.3.1.2.2.5
# ::format ucca
(v1 / label
    :H (v2 / label
           :P (v5 / label
                  :E (v14 / label~e.0)
                  :C (v15 / label~e.1))
           :A (v6 / label
                  :E (v16 / label
                          :A (v25 / label
                                  :R (v36 / label~e.11)
                                  :C (v37 / label~e.13))
                          :A (v26 / label
                                  :E (v38 / label~e.14)
                                  :C (v39 / label~e.15))
                          :P (v27 / label~e.16))
                  :R (v17 / label~e.2)
                  :C (v18 / label
                          :C (v28 / label
                                  :E (v40 / label~e.3)
                                  :E (v41 / label~e.4)
                                  :C (v42 / label~e.5))
                          :N (v29 / label~e.6)
                          :C (v30 / label
                                  :E (v43 / label~e.7)
                                  :E (v44 / label~e.8)
                                  :C (v45 / label~e.9)))))
    :H (v3 / label
           :A (v7 / label
                  :E (v19 / label~e.18)
                  :C (v20 / label~e.19))
           :P (v8 / label
                  :E (v21 / label~e.20)
                  :C (v22 / label~e.22))
           :A (v9 / label~e.21))
    :H (v4 / label
           :A (v10 / label
                   :H (v23 / label
                           :A (v31 / label)
                           :D (v32 / label
                                   :C (v46 / label~e.29)
                                   :N (v47 / label~e.30)
                                   :C (v48 / label~e.31))
                           :P (v33 / label~e.32)
                           :A (v13 / label~e.27))
                   :H (v24 / label
                           :P (v34 / label~e.34)
                           :A (v35 / label
                                   :R (v49 / label~e.35)
                                   :E (v50 / label~e.36)
                                   :E (v51 / label~e.37)
                                   :E (v52 / label
                                           :E (v54 / label~e.38)
                                           :C (v55 / label~e.40))
                                   :C (v53 / label~e.41))
                           :A v13))
           :A (v11 / label~e.24,25)
           :P (v12 / label~e.26)
           :A v13))
