# ::id 559001
# ::tok In January , Neal signed a formal management contract with Presley and brought the singer to the attention of Colonel Tom Parker , whom he considered the best promoter in the music business .
# ::alignments 0-1.1.1.1 1-1.1.1.2 3-1.1.2 4-1.1.3 5-1.1.4.1 6-1.1.4.2 7-1.1.4.3 8-1.1.4.4 9-1.1.5.1 10-1.1.5.2 11-1.2 12-1.3.2 13-1.3.3.1 14-1.3.3.2 15-1.3.4.4 16-1.3.4.1 17-1.3.4.2 18-1.3.4.3.1 19-1.3.4.3.2 20-1.3.4.3.2 21-1.3.4.3.2 24-1.3.4.3.3.3 25-1.3.4.3.3.4 26-1.3.4.3.3.5.1 27-1.3.4.3.3.5.2 28-1.3.4.3.3.5.3 29-1.3.4.3.3.5.4.1 30-1.3.4.3.3.5.4.2 31-1.3.4.3.3.5.4.3 32-1.3.4.3.3.5.4.4
# ::format ucca
(v1 / label
    :H (v2 / label
           :D (v5 / label
                  :R (v13 / label~e.0)
                  :C (v14 / label~e.1))
           :A (v6 / label~e.3)
           :P (v7 / label~e.4)
           :A (v8 / label
                  :E (v15 / label~e.5)
                  :E (v16 / label~e.6)
                  :E (v17 / label~e.7)
                  :C (v18 / label~e.8))
           :A (v9 / label
                  :R (v19 / label~e.9)
                  :C (v20 / label~e.10)))
    :L (v3 / label~e.11)
    :H (v4 / label
           :A v6
           :P (v10 / label~e.12)
           :A (v11 / label
                   :E (v21 / label~e.13)
                   :C (v22 / label~e.14))
           :A (v12 / label
                   :E (v23 / label~e.16)
                   :C (v24 / label~e.17)
                   :E (v25 / label
                           :R (v27 / label~e.18)
                           :C (v28 / label~e.19,20,21)
                           :E (v29 / label
                                   :A v28
                                   :A (v30 / label~e.24)
                                   :P (v31 / label~e.25)
                                   :A (v32 / label
                                           :E (v33 / label~e.26)
                                           :E (v34 / label~e.27)
                                           :C (v35 / label~e.28)
                                           :E (v36 / label
                                                   :R (v37 / label~e.29)
                                                   :E (v38 / label~e.30)
                                                   :E (v39 / label~e.31)
                                                   :C (v40 / label~e.32)))))
                   :R (v26 / label~e.15))))
