# ::id 505010
# ::tok Bowie reached a new peak of popularity and commercial success in 1983 with Let 's Dance .
# ::alignments 0-1.1.1 1-1.1.2.1 2-1.1.3.1 3-1.1.3.2 4-1.1.3.3 5-1.1.3.4 6-1.1.2.2.1 7-1.1.2.2.2 8-1.1.2.2.3.1 9-1.1.2.2.3.2 10-1.1.4.1 11-1.1.4.2 12-1.1.5.3 13-1.1.5.1 14-1.1.5.1 15-1.1.5.1
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v3 / label~e.0)
           :P (v4 / label
                  :E (v8 / label~e.1)
                  :C (v9 / label
                         :C (v18 / label~e.6)
                         :N (v19 / label~e.7)
                         :C (v20 / label
                                 :E (v21 / label~e.8)
                                 :C (v22 / label~e.9))))
           :D (v5 / label
                  :E (v10 / label~e.2)
                  :E (v11 / label~e.3)
                  :C (v12 / label~e.4)
                  :R (v13 / label~e.5))
           :D (v6 / label
                  :R (v14 / label~e.10)
                  :C (v15 / label~e.11))
           :A (v7 / label
                  :C (v16 / label~e.13,14,15)
                  :R (v17 / label~e.12))))
