# ::id 1019009
# ::tok Jackson had three sisters : Rebbie , La Toya , and Janet , and five brothers : Jackie , Tito , Jermaine , Marlon , and Randy .
# ::alignments 0-1.1.1 2-1.1.3 3-1.1.2.2 5-1.1.4.1 7-1.1.4.2 8-1.1.4.2 10-1.1.4.3 11-1.1.4.4 13-1.2 14-1.3.3 15-1.3.4 17-1.3.5.1 19-1.3.5.2 21-1.3.5.3 23-1.3.5.4 25-1.3.5.5 26-1.3.5.6
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v5 / label~e.0)
           :S (v6 / label
                  :C (v12 / label~e.3))
           :D (v7 / label~e.2)
           :A (v8 / label
                  :C (v13 / label~e.5)
                  :C (v14 / label~e.7,8)
                  :N (v15 / label~e.10)
                  :C (v16 / label~e.11)))
    :L (v3 / label~e.13)
    :H (v4 / label
           :A v5
           :D (v9 / label~e.14)
           :S (v10 / label~e.15)
           :A (v11 / label
                   :C (v17 / label~e.17)
                   :C (v18 / label~e.19)
                   :C (v19 / label~e.21)
                   :C (v20 / label~e.23)
                   :N (v21 / label~e.25)
                   :C (v22 / label~e.26))))
