# ::id 378009
# ::tok The story , which received mixed reviews , is loosely based on writer / director Brad Silberling 's personal experiences following the murder of girlfriend Rebecca Schaeffer .
# ::alignments 0-1.1.1.2 1-1.1.1.3 4-1.1.1.1.2 5-1.1.1.1.3.1 6-1.1.1.1.3.2 9-1.1.4 10-1.1.3.2 11-1.1.5.3.1 12-1.1.5.3.2.1.1 14-1.1.5.3.2.1.2 15-1.1.5.3.2.2 16-1.1.5.3.2.2 17-1.1.5.3.2.3 18-1.1.5.3.3.1 19-1.1.5.3.3.2 20-1.1.5.1 21-1.1.5.2.1.1 22-1.1.5.2.1.2 23-1.1.5.2.2.1 24-1.1.5.2.2.2 25-1.1.5.2.2.3 26-1.1.5.2.2.3
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v3 / label
                  :E (v7 / label
                         :P (v14 / label~e.4)
                         :A (v15 / label
                                 :E (v21 / label~e.5)
                                 :C (v22 / label~e.6))
                         :A (v9 / label~e.1))
                  :E (v8 / label~e.0)
                  :C v9)
           :P (v4 / label
                  :C (v10 / label~e.10))
           :D (v5 / label~e.9)
           :A (v6 / label
                  :L (v11 / label~e.20)
                  :H (v12 / label
                          :P (v16 / label
                                  :E (v23 / label~e.21)
                                  :C (v24 / label~e.22))
                          :A (v17 / label
                                  :R (v25 / label~e.23)
                                  :E (v26 / label~e.24)
                                  :C (v27 / label~e.25,26)))
                  :H (v13 / label
                          :R (v18 / label~e.11)
                          :A (v19 / label
                                  :E (v28 / label
                                          :C (v33 / label~e.12)
                                          :C (v34 / label~e.14))
                                  :C (v29 / label~e.15,16)
                                  :R (v30 / label~e.17))
                          :P (v20 / label
                                  :E (v31 / label~e.18)
                                  :C (v32 / label~e.19))))))
