# ::id 546003
# ::tok The studio followed up with a series of Western dramas , such as Maverick , Bronco , and Colt .45 .
# ::alignments 0-1.1.1.1 1-1.1.1.2 2-1.1.2 3-1.1.2 4-1.1.3.5 5-1.1.3.6.1 6-1.1.3.6.2 7-1.1.3.6.3 8-1.1.3.2 9-1.1.3.3 11-1.1.3.1.1 12-1.1.3.1.1 13-1.1.3.1.2.1 15-1.1.3.1.2.2 17-1.1.3.1.2.3 18-1.1.3.1.2.4 19-1.1.3.1.2.4
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v3 / label
                  :E (v6 / label~e.0)
                  :C (v7 / label~e.1))
           :P (v4 / label~e.2,3)
           :A (v5 / label
                  :E (v8 / label
                         :R (v13 / label~e.11,12)
                         :C (v14 / label
                                 :C (v18 / label~e.13)
                                 :C (v19 / label~e.15)
                                 :N (v20 / label~e.17)
                                 :C (v21 / label~e.18,19)))
                  :E (v9 / label~e.8)
                  :C (v10 / label~e.9)
                  :R (v11 / label~e.4)
                  :E (v12 / label
                          :E (v15 / label~e.5)
                          :C (v16 / label~e.6)
                          :R (v17 / label~e.7)))))
