# ::id 203003
# ::tok For several years , he dated Kristin Chenoweth , who played Annabeth Schott on The West Wing ( though after Sorkin had left the show ) . He has also reportedly dated columnist Maureen Dowd and is now in a relationship with Kristin Davis .
# ::alignments 0-1.1.1.1 1-1.1.1.2 2-1.1.1.3 4-1.1.2 5-1.1.3 6-1.1.4.1 7-1.1.4.1 10-1.1.4.2.3 11-1.1.4.2.4 12-1.1.4.2.4 13-1.1.4.2.5.1 14-1.1.4.2.5.2 15-1.1.4.2.5.2 16-1.1.4.2.5.2 18-1.2 19-1.2 20-1.3.1 22-1.3.3 23-1.3.4.1 24-1.3.4.2 27-1.4.1 29-1.4.3 30-1.4.4 31-1.4.5 32-1.4.6.1 33-1.4.6.2 34-1.4.6.2 35-1.5 37-1.6.3 38-1.6.1.1 39-1.6.1.2 40-1.6.1.3 41-1.6.4.1 42-1.6.4.2 43-1.6.4.2
(v1 / label
    :H (v2 / label
           :D (v8 / label
                  :R (v23 / label~e.0)
                  :E (v24 / label~e.1)
                  :C (v25 / label~e.2))
           :A (v9 / label~e.4)
           :P (v10 / label~e.5)
           :A (v11 / label
                   :C (v26 / label~e.6,7)
                   :E (v27 / label
                           :A v26
                           :P (v37 / label~e.10)
                           :A (v38 / label~e.11,12)
                           :A (v39 / label
                                   :R (v40 / label~e.13)
                                   :C (v41 / label~e.14,15,16)))))
    :L (v3 / label~e.18,19)
    :H (v4 / label
           :A (v12 / label~e.20)
           :P (v13 / label~e.22)
           :A (v14 / label
                   :E (v28 / label~e.23)
                   :C (v29 / label~e.24)))
    :H (v5 / label
           :A (v15 / label~e.27)
           :D (v16 / label~e.29)
           :D (v17 / label~e.30)
           :P (v18 / label~e.31)
           :A (v19 / label
                   :C (v30 / label~e.32)
                   :E (v31 / label~e.33,34)))
    :L (v6 / label~e.35)
    :H (v7 / label
           :P (v20 / label
                   :R (v32 / label~e.38)
                   :E (v33 / label~e.39)
                   :C (v34 / label~e.40))
           :D (v21 / label~e.37)
           :A (v22 / label
                   :R (v35 / label~e.41)
                   :C (v36 / label~e.42,43))
           :A v15))
