# ::id 551003
# ::tok Warner felt that Communists were responsible for the studio 's month - long strike that occurred in the fall of 1946 , and on his own initiative , he provided the names of a dozen screenwriters who were dismissed because of suspected Communist sympathies , a move that effectively destroyed their careers .
# ::alignments 0-1.1.1 1-1.1.2 3-1.1.3.2 5-1.1.3.3.2 6-1.1.3.4.1 7-1.1.3.4.2.1.1 8-1.1.3.4.2.1.2 9-1.1.3.4.2.1.3 10-1.1.3.4.2.2.1 12-1.1.3.4.2.2.3 13-1.1.3.4.2.3 15-1.1.3.4.3.2 16-1.1.3.4.3.3.1 17-1.1.3.4.3.3.2 18-1.1.3.4.3.3.3 19-1.1.3.4.3.3.4 20-1.1.3.4.3.3.5 22-1.2 23-1.3.1 24-1.3.2 25-1.3.3 26-1.3.4 28-1.4.1 29-1.4.2 30-1.4.3.2 31-1.4.3.3 32-1.4.3.1.1 33-1.4.3.1.2 34-1.4.3.1.4 35-1.4.3.1.5 38-1.4.3.1.3.1.2.2 39-1.4.3.1.3.2.1 41-1.4.3.1.3.3.1.1 42-1.4.3.1.3.3.1.2 43-1.4.3.1.3.3.1.3 45-1.5.1.1 46-1.5.1.2 48-1.5.2.2 49-1.5.3 50-1.5.4.1 51-1.5.4.2
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v7 / label~e.0)
           :P (v8 / label~e.1)
           :A (v9 / label
                  :A (v21 / label~e.3)
                  :P (v22 / label
                          :C (v32 / label~e.5))
                  :A (v23 / label
                          :R (v33 / label~e.6)
                          :C (v34 / label
                                  :A (v41 / label
                                          :E (v49 / label~e.7)
                                          :C (v50 / label~e.8)
                                          :R (v51 / label~e.9))
                                  :D (v42 / label
                                          :E (v52 / label~e.10)
                                          :C (v53 / label~e.12))
                                  :P (v43 / label~e.13))
                          :E (v35 / label
                                  :P (v44 / label~e.15)
                                  :D (v45 / label
                                          :R (v54 / label~e.16)
                                          :E (v55 / label~e.17)
                                          :E (v56 / label~e.18)
                                          :R (v57 / label~e.19)
                                          :C (v58 / label~e.20))
                                  :A v43))))
    :L (v3 / label~e.22)
    :H (v4 / label
           :R (v10 / label~e.23)
           :A (v11 / label~e.24)
           :D (v12 / label~e.25)
           :S (v13 / label~e.26))
    :H (v5 / label
           :A (v14 / label~e.28)
           :P (v15 / label~e.29)
           :A (v16 / label
                   :E (v24 / label
                           :R (v36 / label~e.32)
                           :E (v37 / label~e.33)
                           :E (v38 / label
                                   :H (v46 / label
                                           :P (v59 / label
                                                   :C (v62 / label~e.38))
                                           :A (v40 / label~e.35))
                                   :L (v47 / label
                                           :C (v60 / label~e.39))
                                   :H (v48 / label
                                           :S (v61 / label
                                                   :E (v63 / label~e.41)
                                                   :C (v64 / label~e.42)
                                                   :E (v65 / label~e.43))
                                           :A v40))
                           :E (v39 / label~e.34)
                           :C v40)
                   :E (v25 / label~e.30)
                   :C (v26 / label~e.31)))
    :H (v6 / label
           :A (v17 / label
                   :E (v27 / label~e.45)
                   :C (v28 / label~e.46))
           :D (v18 / label
                   :C (v29 / label~e.48))
           :P (v19 / label~e.49)
           :A (v20 / label
                   :E (v30 / label~e.50)
                   :C (v31 / label~e.51))))
