# ::id 530015
# ::tok Her concert appearance at Carnegie Hall on April 23 , 1961 , was a considerable highlight , called by many " the greatest night in show business history " .
# ::alignments 0-1.1.1.2.1 1-1.1.1.2.2 2-1.2.1 3-1.1.1.3.1 4-1.1.1.3.2 5-1.1.1.3.3 6-1.1.2.1 7-1.1.2.2 8-1.1.2.2 10-1.1.2.2 13-1.1.4.1 14-1.1.4.2 15-1.1.3.2 17-1.2.3 18-1.2.4.1 19-1.2.4.2 21-1.2.5.1 22-1.2.5.2 23-1.2.5.3 24-1.2.5.4.1 25-1.2.5.4.2.1 26-1.2.5.4.2.2 27-1.2.5.4.3
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v4 / label
                  :P (v12 / label)
                  :A (v13 / label
                          :E (v26 / label~e.0)
                          :E (v27 / label~e.1)
                          :C (v8 / label~e.2))
                  :A (v14 / label
                          :R (v28 / label~e.3)
                          :E (v29 / label~e.4)
                          :C (v30 / label~e.5)))
           :D (v5 / label
                  :R (v15 / label~e.6)
                  :C (v16 / label~e.7,8,10))
           :S (v6 / label
                  :C (v17 / label~e.15))
           :D (v7 / label
                  :E (v18 / label~e.13)
                  :C (v19 / label~e.14)))
    :H (v3 / label
           :A v8
           :P (v9 / label~e.17)
           :A (v10 / label
                   :R (v20 / label~e.18)
                   :C (v21 / label~e.19))
           :A (v11 / label
                   :E (v22 / label~e.21)
                   :E (v23 / label~e.22)
                   :C (v24 / label~e.23)
                   :E (v25 / label
                           :R (v31 / label~e.24)
                           :E (v32 / label
                                   :E (v34 / label~e.25)
                                   :C (v35 / label~e.26))
                           :C (v33 / label~e.27)))))
