# ::id 474004
# ::tok He was coaching a team that had five of his former teammates on the roster : Vlade Divac , Elden Campbell , Tony Smith , Kurt Rambis , James Worthy , who would retire after the season , and Michael Cooper , who was brought in as an assistant .
# ::alignments 0-1.1.1 2-1.1.2.2 3-1.1.3.1 4-1.1.3.2 6-1.1.3.3.1 7-1.1.3.3.2.2.1 8-1.1.3.3.2.2.2 9-1.1.3.3.2.3 10-1.1.3.3.2.4 11-1.1.3.3.2.5 12-1.1.3.3.3.1 13-1.1.3.3.3.2 14-1.1.3.3.3.3 16-1.1.3.3.2.1.1 17-1.1.3.3.2.1.1 19-1.1.3.3.2.1.2 20-1.1.3.3.2.1.2 22-1.1.3.3.2.1.3 23-1.1.3.3.2.1.3 25-1.1.3.3.2.1.4 26-1.1.3.3.2.1.4 28-1.1.3.3.2.1.5.1 29-1.1.3.3.2.1.5.1 33-1.1.3.3.2.1.5.2.3.2 34-1.1.3.3.2.1.5.2.4.1 35-1.1.3.3.2.1.5.2.4.2 36-1.1.3.3.2.1.5.2.4.3 38-1.1.3.3.2.1.6 39-1.1.3.3.2.1.7.1 40-1.1.3.3.2.1.7.1 44-1.1.3.3.2.1.7.2.3.2 45-1.1.3.3.2.1.7.2.3.2 46-1.1.3.3.2.1.7.2.4.1 47-1.1.3.3.2.1.7.2.4.2 48-1.1.3.3.2.1.7.2.4.3
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v3 / label~e.0)
           :P (v4 / label
                  :C (v6 / label~e.2))
           :A (v5 / label
                  :E (v7 / label~e.3)
                  :C (v8 / label~e.4)
                  :E (v9 / label
                         :P (v10 / label~e.6)
                         :A (v11 / label
                                 :E (v13 / label
                                         :C (v21 / label~e.16,17)
                                         :C (v22 / label~e.19,20)
                                         :C (v23 / label~e.22,23)
                                         :C (v24 / label~e.25,26)
                                         :C (v25 / label
                                                 :C (v30 / label~e.28,29)
                                                 :E (v31 / label
                                                         :A v30
                                                         :P (v34 / label
                                                                 :C (v38 / label~e.33))
                                                         :D (v35 / label
                                                                 :R (v39 / label~e.34)
                                                                 :E (v40 / label~e.35)
                                                                 :C (v41 / label~e.36))))
                                         :N (v26 / label~e.38)
                                         :C (v27 / label
                                                 :C (v32 / label~e.39,40)
                                                 :E (v33 / label
                                                         :A v32
                                                         :P (v36 / label
                                                                 :C (v42 / label~e.44,45))
                                                         :A (v37 / label
                                                                 :R (v43 / label~e.46)
                                                                 :E (v44 / label~e.47)
                                                                 :C (v45 / label~e.48)))))
                                 :E (v14 / label
                                         :C (v28 / label~e.7)
                                         :R (v29 / label~e.8))
                                 :E (v15 / label~e.9)
                                 :E (v16 / label~e.10)
                                 :C (v17 / label~e.11))
                         :A (v12 / label
                                 :R (v18 / label~e.12)
                                 :E (v19 / label~e.13)
                                 :C (v20 / label~e.14))
                         :A v8))))
