# ::id 636013
# ::tok Lennon 's creative focus continued to move beyond the Beatles and between 1968 and 1969 he and Ono recorded three albums of experimental music together : Unfinished Music No.1 : Two Virgins ( known more for its cover than for its music ) , Unfinished Music No.2 : Life with the Lions and Wedding Album .
# ::alignments 0-1.1.1.1.1 1-1.1.1.1.2 2-1.1.1.2 3-1.1.1.3 4-1.1.2.1 6-1.1.2.3 7-1.1.3 8-1.1.4.1 9-1.1.4.2 10-1.2 11-1.3.2.1 12-1.3.2.2.1 13-1.3.2.2.2 14-1.3.2.2.3 15-1.3.4.1 16-1.3.4.2 17-1.3.4.3 18-1.3.5 19-1.3.6.2 20-1.3.6.3 21-1.3.6.4.1 22-1.3.6.4.2 23-1.3.6.4.3 24-1.3.1 26-1.3.6.1.1.1 27-1.3.6.1.1.1 28-1.3.6.1.1.1 30-1.3.6.1.1.1 31-1.3.6.1.1.1 33-1.3.6.1.1.2.2 34-1.3.6.1.1.2.3.1 35-1.3.6.1.1.2.3.2.1 36-1.3.6.1.1.2.3.2.2 37-1.3.6.1.1.2.3.2.3 38-1.3.6.1.1.2.3.1 39-1.3.6.1.1.2.3.3.1 40-1.3.6.1.1.2.3.3.2 41-1.3.6.1.1.2.3.3.3 44-1.3.6.1.2 45-1.3.6.1.2 46-1.3.6.1.2 48-1.3.6.1.2 49-1.3.6.1.2 50-1.3.6.1.2 51-1.3.6.1.2 52-1.3.6.1.3 53-1.3.6.1.4 54-1.3.6.1.4
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v5 / label
                  :E (v14 / label
                          :C (v30 / label~e.0)
                          :R (v31 / label~e.1))
                  :E (v15 / label~e.2)
                  :C (v16 / label~e.3))
           :P (v6 / label
                  :E (v17 / label~e.4)
                  :C (v18 / label~e.6))
           :D (v7 / label~e.7)
           :A (v8 / label
                  :E (v19 / label~e.8)
                  :C (v20 / label~e.9)))
    :L (v3 / label~e.10)
    :H (v4 / label
           :D (v9 / label~e.24)
           :D (v10 / label
                   :R (v21 / label~e.11)
                   :C (v22 / label
                           :C (v32 / label~e.12)
                           :N (v33 / label~e.13)
                           :C (v34 / label~e.14)))
           :A (v11 / label
                   :C (v23 / label~e.15)
                   :N (v24 / label~e.16)
                   :C (v25 / label~e.17))
           :P (v12 / label~e.18)
           :A (v13 / label
                   :E (v26 / label
                           :C (v35 / label
                                   :C (v42 / label~e.26,27,28,30,31)
                                   :E (v43 / label
                                           :A v42
                                           :S (v44 / label~e.33)
                                           :A (v45 / label
                                                   :R (v46 / label~e.34,38)
                                                   :C (v47 / label
                                                           :R (v49 / label~e.35)
                                                           :E (v50 / label~e.36)
                                                           :C (v51 / label~e.37))
                                                   :C (v48 / label
                                                           :R (v52 / label~e.39)
                                                           :E (v53 / label~e.40)
                                                           :C (v54 / label~e.41)))))
                           :C (v36 / label~e.44,45,46,48,49,50,51)
                           :N (v37 / label~e.52)
                           :C (v38 / label~e.53,54))
                   :E (v27 / label~e.19)
                   :C (v28 / label~e.20)
                   :E (v29 / label
                           :R (v39 / label~e.21)
                           :E (v40 / label~e.22)
                           :C (v41 / label~e.23)))))
