# ::id 663007
# ::tok When tickets went on sale , Carey set records when all 150,000 tickets for her three shows at Japan 's largest stadium , Tokyo Dome , sold out in under three hours , breaking the previous record held by The Rolling Stones .
# ::alignments 0-1.1 1-1.2.1 2-1.2.2.1 3-1.2.2.2 4-1.2.2.3 6-1.3.1 7-1.3.2.1 8-1.6.3 9-1.4 10-1.5.1.1 11-1.5.1.3 12-1.5.1.4 13-1.5.1.2.1 14-1.5.1.2.2 15-1.5.1.2.3 16-1.5.1.2.4 17-1.5.1.2.5.1 18-1.5.1.2.5.2.1.1 19-1.5.1.2.5.2.1.2 20-1.5.1.2.5.2.2 21-1.5.1.2.5.2.3 23-1.5.1.2.5.3 24-1.5.1.2.5.4 26-1.5.2 27-1.5.2 28-1.5.3.1 29-1.5.3.2 30-1.5.3.3 31-1.5.3.4 33-1.6.1 34-1.6.2.1.1 35-1.6.2.1.2 36-1.6.2.1.3 37-1.6.2.2.1 38-1.6.2.2.2 39-1.6.2.3 40-1.6.2.3 41-1.6.2.3
# ::format ucca
(v1 / label
    :L (v2 / label~e.0)
    :H (v3 / label
           :A (v8 / label~e.1)
           :S (v9 / label
                  :E (v18 / label~e.2)
                  :R (v19 / label~e.3)
                  :C (v20 / label~e.4)))
    :H (v4 / label
           :A (v10 / label~e.6)
           :S (v11 / label
                   :E (v21 / label~e.7)
                   :C (v17 / label~e.8)))
    :L (v5 / label~e.9)
    :H (v6 / label
           :A (v12 / label
                   :E (v22 / label~e.10)
                   :E (v23 / label
                           :R (v33 / label~e.13)
                           :E (v34 / label~e.14)
                           :E (v35 / label~e.15)
                           :C (v36 / label~e.16)
                           :E (v37 / label
                                   :R (v43 / label~e.17)
                                   :E (v44 / label
                                           :E (v47 / label
                                                   :C (v50 / label~e.18)
                                                   :R (v51 / label~e.19))
                                           :E (v48 / label~e.20)
                                           :C (v49 / label~e.21))
                                   :E (v45 / label~e.23)
                                   :C (v46 / label~e.24)))
                   :E (v24 / label~e.11)
                   :C (v25 / label~e.12))
           :S (v13 / label~e.26,27)
           :D (v14 / label
                   :R (v26 / label~e.28)
                   :R (v27 / label~e.29)
                   :E (v28 / label~e.30)
                   :C (v29 / label~e.31)))
    :H (v7 / label
           :P (v15 / label~e.33)
           :A (v16 / label
                   :A (v30 / label
                           :E (v38 / label~e.34)
                           :E (v39 / label~e.35)
                           :C (v40 / label~e.36))
                   :S (v31 / label
                           :C (v41 / label~e.37)
                           :R (v42 / label~e.38))
                   :A (v32 / label~e.39,40,41))
           :A v17))
