# ::id 1021016
# ::tok In 1980 , he secured the highest royalty rate in the music industry : 37 percent of wholesale album profit .
# ::alignments 0-1.1.1.1 1-1.1.1.2 3-1.1.3 4-1.1.4 5-1.1.5.6 6-1.1.5.7.2 7-1.1.5.1 8-1.1.5.2 9-1.1.5.3.1 10-1.1.5.3.2 11-1.1.5.3.3 12-1.1.5.3.4 14-1.1.5.4.1 15-1.1.5.4.2 16-1.1.5.4.3.1 17-1.1.5.4.3.2.1.2 18-1.1.5.4.3.2.2 19-1.1.5.4.3.3
# ::format ucca
(v1 / label
    :H (v2 / label
           :T (v3 / label
                  :R (v7 / label~e.0)
                  :C (v8 / label~e.1))
           :A (v4 / label~e.3)
           :P (v5 / label~e.4)
           :A (v6 / label
                  :E (v9 / label~e.7)
                  :C (v10 / label~e.8)
                  :E (v11 / label
                          :R (v15 / label~e.9)
                          :E (v16 / label~e.10)
                          :E (v17 / label~e.11)
                          :C (v18 / label~e.12))
                  :E (v12 / label
                          :Q (v19 / label~e.14)
                          :C (v20 / label~e.15)
                          :E (v21 / label
                                  :R (v23 / label~e.16)
                                  :E (v24 / label
                                          :E (v26 / label
                                                  :A (v27 / label~e.18)
                                                  :S (v28 / label~e.17))
                                          :C v27)
                                  :C (v25 / label~e.19)))
                  :E (v13 / label~e.5)
                  :E (v14 / label
                          :A v10
                          :S (v22 / label~e.6)))))
