# ::id 695008
# ::tok Instead of miming to the recording , Dylan illustrated the lyrics by throwing cue cards containing key words from the song on the ground .
# ::alignments 0-1.1 1-1.1 2-1.2.1 3-1.2.2.1 4-1.2.2.2 5-1.2.2.3 7-1.2.4 8-1.3.2 9-1.3.3.1 10-1.3.3.2 11-1.3.4.1.1 12-1.3.4.1.2 13-1.3.4.2.1.1 14-1.3.4.2.1.2 15-1.3.4.2.2 16-1.3.4.2.3.1 17-1.3.4.2.3.2 18-1.3.4.2.3.3.1 19-1.3.4.2.3.3.2 20-1.3.4.2.3.3.3 21-1.3.4.3.1 22-1.3.4.3.2 23-1.3.4.3.3
# ::format ucca
(v1 / label
    :L (v2 / label~e.0,1)
    :H (v3 / label
           :P (v5 / label~e.2)
           :A (v6 / label
                  :R (v11 / label~e.3)
                  :E (v12 / label~e.4)
                  :C (v13 / label~e.5))
           :A (v7 / label~e.7))
    :H (v4 / label
           :A v7
           :P (v8 / label~e.8)
           :A (v9 / label
                  :E (v14 / label~e.9)
                  :C (v15 / label~e.10))
           :A (v10 / label
                   :P (v16 / label
                           :R (v19 / label~e.11)
                           :C (v20 / label~e.12))
                   :A (v17 / label
                           :A (v21 / label
                                   :E (v27 / label~e.13)
                                   :C (v28 / label~e.14))
                           :P (v22 / label~e.15)
                           :A (v23 / label
                                   :E (v29 / label~e.16)
                                   :C (v30 / label~e.17)
                                   :E (v31 / label
                                           :R (v32 / label~e.18)
                                           :E (v33 / label~e.19)
                                           :C (v34 / label~e.20))))
                   :A (v18 / label
                           :R (v24 / label~e.21)
                           :E (v25 / label~e.22)
                           :C (v26 / label~e.23)))))
