# ::id 449009
# ::tok Jennings was also known for his marathon coverage of breaking news stories , staying on the air for 15 or more hours straight to anchor the live broadcast of events such as the outbreak of the Gulf War in 1991 , the Millennium celebrations in 2000 , and the September 11 attacks in 2001 .
# ::alignments 0-1.1.1 2-1.1.3 3-1.1.4 4-1.1.5.1 5-1.1.5.2 6-1.1.5.3 7-1.1.5.4 8-1.1.5.5.1 9-1.1.5.5.2.1 10-1.1.5.5.2.2 11-1.1.5.5.3 13-1.2.1 14-1.2.2.1 15-1.2.2.2 16-1.2.2.3 17-1.2.3.1 18-1.2.3.2.1 19-1.2.3.2.2 20-1.2.3.2.3 21-1.2.3.3 22-1.2.3.4 23-1.3 24-1.4.2 25-1.4.3.1 26-1.4.3.2 27-1.4.3.3 28-1.4.3.4.1 29-1.4.3.4.2 30-1.4.3.4.3.1 32-1.4.3.4.3.3.1.1.1 33-1.4.3.4.3.3.1.1.2 34-1.4.3.4.3.3.1.2.1 35-1.4.3.4.3.3.1.2.2 36-1.4.3.4.3.3.1.2.3 37-1.4.3.4.3.3.1.2.4 38-1.4.3.4.3.3.1.3.1 39-1.4.3.4.3.3.1.3.2 41-1.4.3.4.3.3.2.2.1 42-1.4.3.4.3.3.2.2.2 43-1.4.3.4.3.3.2.2.3 44-1.4.3.4.3.3.2.3.1 45-1.4.3.4.3.3.2.3.2 47-1.4.3.4.3.3.3 48-1.4.3.4.3.3.4.2.1 49-1.4.3.4.3.3.4.2.2 50-1.4.3.4.3.3.4.2.2 51-1.4.3.4.3.3.4.2.3 52-1.4.3.4.3.3.4.3.1 53-1.4.3.4.3.3.4.3.2
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v6 / label~e.0)
           :D (v7 / label~e.2)
           :S (v8 / label~e.3)
           :A (v9 / label
                  :R (v15 / label~e.4)
                  :E (v16 / label~e.5)
                  :E (v17 / label~e.6)
                  :C (v18 / label~e.7)
                  :E (v19 / label
                          :R (v31 / label~e.8)
                          :E (v32 / label
                                  :E (v40 / label~e.9)
                                  :C (v41 / label~e.10))
                          :C (v33 / label~e.11))))
    :H (v3 / label
           :P (v10 / label~e.13)
           :A (v11 / label
                   :R (v20 / label~e.14)
                   :E (v21 / label~e.15)
                   :C (v22 / label~e.16))
           :D (v12 / label
                   :R (v23 / label~e.17)
                   :E (v24 / label
                           :C (v34 / label~e.18)
                           :N (v35 / label~e.19)
                           :C (v36 / label~e.20))
                   :C (v25 / label~e.21)
                   :E (v26 / label~e.22))
           :A v6)
    :L (v4 / label~e.23)
    :H (v5 / label
           :A v6
           :P (v13 / label~e.24)
           :A (v14 / label
                   :E (v27 / label~e.25)
                   :E (v28 / label~e.26)
                   :C (v29 / label~e.27)
                   :E (v30 / label
                           :R (v37 / label~e.28)
                           :C (v38 / label~e.29)
                           :E (v39 / label
                                   :R (v42 / label~e.30)
                                   :C (v43 / label
                                           :C (v44 / label
                                                   :P (v48 / label
                                                           :E (v57 / label~e.32)
                                                           :C (v58 / label~e.33))
                                                   :A (v49 / label
                                                           :R (v59 / label~e.34)
                                                           :E (v60 / label~e.35)
                                                           :E (v61 / label~e.36)
                                                           :C (v62 / label~e.37))
                                                   :D (v50 / label
                                                           :R (v63 / label~e.38)
                                                           :C (v64 / label~e.39)))
                                           :C (v45 / label
                                                   :P (v51 / label)
                                                   :A (v52 / label
                                                           :E (v65 / label~e.41)
                                                           :E (v66 / label~e.42)
                                                           :C (v67 / label~e.43))
                                                   :D (v53 / label
                                                           :R (v68 / label~e.44)
                                                           :C (v69 / label~e.45)))
                                           :N (v46 / label~e.47)
                                           :C (v47 / label
                                                   :P (v54 / label)
                                                   :A (v55 / label
                                                           :E (v70 / label~e.48)
                                                           :E (v71 / label~e.49,50)
                                                           :C (v72 / label~e.51))
                                                   :D (v56 / label
                                                           :R (v73 / label~e.52)
                                                           :C (v74 / label~e.53)))))))))
