# ::id 659001
# ::tok As the years passed , Carey would grow apart from her father , and would later stop seeing him altogether .
# ::alignments 0-1.1 1-1.2.1.1 2-1.2.1.2 3-1.2.2 5-1.3.1 7-1.3.2.2 8-1.3.2.3 9-1.3.3.1 10-1.3.3.2 11-1.3.3.3 13-1.4 15-1.5.2 16-1.5.1.2 17-1.5.1.3 18-1.5.3 19-1.5.4
# ::format ucca
(v1 / label
    :L (v2 / label~e.0)
    :H (v3 / label
           :A (v7 / label
                  :E (v16 / label~e.1)
                  :C (v17 / label~e.2))
           :P (v8 / label~e.3))
    :H (v4 / label
           :A (v9 / label~e.5)
           :S (v10 / label
                   :E (v18 / label~e.7)
                   :C (v19 / label~e.8))
           :A (v11 / label
                   :R (v20 / label~e.9)
                   :E (v21 / label~e.10)
                   :C (v22 / label~e.11)))
    :L (v5 / label~e.13)
    :H (v6 / label
           :P (v12 / label
                   :E (v23 / label~e.16)
                   :C (v24 / label~e.17))
           :D (v13 / label~e.15)
           :A (v14 / label~e.18)
           :D (v15 / label~e.19)
           :A v9))
