# ::id 244010
# ::tok The film received favorable reviews but made poor box office revenues , a failure which Hawke has admitted caused him to quit acting for a brief period after the film 's release .
# ::alignments 0-1.1.1.1 1-1.1.1.2 2-1.1.2 3-1.1.3.1 4-1.1.3.2 5-1.2 6-1.3.1 7-1.3.2.1 8-1.3.2.2 9-1.3.2.2 10-1.3.2.3 12-1.4.4.2 13-1.4.4.3 15-1.4.4.1.2 17-1.4.4.1.3.2 18-1.4.4.1.4.1 19-1.4.4.1.4.2 21-1.4.4.1.4.3.1.2.2 22-1.4.4.1.4.3.1.3 23-1.4.4.1.4.3.1.4.1 24-1.4.4.1.4.3.1.4.2 25-1.4.4.1.4.3.1.4.3 26-1.4.4.1.4.3.1.4.4 27-1.4.4.1.4.3.2 28-1.4.4.1.4.3.3.1.1 29-1.4.4.1.4.3.3.1.2 30-1.4.4.1.4.3.3.1.3 31-1.4.4.1.4.3.3.2
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v6 / label
                  :E (v13 / label~e.0)
                  :C (v14 / label~e.1))
           :P (v7 / label~e.2)
           :A (v8 / label
                  :E (v15 / label~e.3)
                  :C (v16 / label~e.4)))
    :L (v3 / label~e.5)
    :H (v4 / label
           :P (v9 / label~e.6)
           :A (v10 / label
                   :E (v17 / label~e.7)
                   :E (v18 / label~e.8,9)
                   :C (v19 / label~e.10)))
    :H (v5 / label
           :A v10
           :S (v11 / label)
           :A (v12 / label
                   :E (v20 / label
                           :A (v23 / label~e.15)
                           :P (v24 / label
                                   :C (v26 / label~e.17))
                           :A (v25 / label
                                   :P (v27 / label~e.18)
                                   :A (v28 / label~e.19)
                                   :A (v29 / label
                                           :H (v30 / label
                                                   :A v23
                                                   :P (v33 / label
                                                           :C (v38 / label~e.21))
                                                   :A (v34 / label~e.22)
                                                   :A (v35 / label
                                                           :R (v39 / label~e.23)
                                                           :E (v40 / label~e.24)
                                                           :E (v41 / label~e.25)
                                                           :C (v42 / label~e.26)))
                                           :L (v31 / label~e.27)
                                           :H (v32 / label
                                                   :A (v36 / label
                                                           :E (v43 / label~e.28)
                                                           :C (v44 / label~e.29)
                                                           :R (v45 / label~e.30))
                                                   :P (v37 / label~e.31)))
                                   :A (v22 / label~e.13)))
                   :E (v21 / label~e.12)
                   :C v22)))
