# ::id 188002
# ::tok After that , he wrote Hidden in This Picture which debuted off - off - Broadway at Steve Olsen 's West Bank Cafe Downstairs Theatre Bar in New York City in 1988 .
# ::alignments 0-1.1.1 1-1.1.2 3-1.2.1 4-1.2.2 5-1.2.3.2 6-1.2.3.2 7-1.2.3.2 8-1.2.3.2 9-1.2.3.1.1 10-1.2.3.1.2 13-1.2.3.1.3.2 15-1.2.3.1.3.3 16-1.2.3.1.4.1 17-1.2.3.1.4.2.1 18-1.2.3.1.4.2.1 19-1.2.3.1.4.2.2 20-1.2.3.1.4.3 21-1.2.3.1.4.3 22-1.2.3.1.4.3 23-1.2.3.1.4.3 24-1.2.3.1.4.3 25-1.2.3.1.4.3 26-1.2.3.1.5.1 27-1.2.3.1.5.2 28-1.2.3.1.5.2 29-1.2.3.1.5.2 30-1.2.3.1.6.1 31-1.2.3.1.6.2
# ::format ucca
(v1 / label
    :L (v2 / label
           :R (v4 / label~e.0)
           :C (v5 / label~e.1))
    :H (v3 / label
           :A (v6 / label~e.3)
           :P (v7 / label~e.4)
           :A (v8 / label
                  :E (v9 / label
                         :R (v11 / label~e.9)
                         :P (v12 / label~e.10)
                         :A (v13 / label
                                 :E (v17 / label~e.13)
                                 :C (v18 / label~e.15))
                         :A (v14 / label
                                 :R (v19 / label~e.16)
                                 :E (v20 / label
                                         :C (v26 / label~e.17,18)
                                         :R (v27 / label~e.19))
                                 :C (v21 / label~e.20,21,22,23,24,25))
                         :A (v15 / label
                                 :R (v22 / label~e.26)
                                 :C (v23 / label~e.27,28,29))
                         :T (v16 / label
                                 :R (v24 / label~e.30)
                                 :C (v25 / label~e.31))
                         :A (v10 / label~e.5,6,7,8))
                  :C v10)))
