# ::id 473009
# ::tok The proceeds went to the United Negro College Fund , and Johnson held this event for twenty years , ending in 2005 .
# ::alignments 0-1.1.1.1 1-1.1.1.2 2-1.1.2 3-1.1.3.1 4-1.1.3.2 5-1.1.3.3 6-1.1.3.3 7-1.1.3.3 8-1.1.3.3 10-1.2 11-1.3.1 12-1.3.2 13-1.3.3.2.1 14-1.4.2 15-1.3.4.1 16-1.3.4.2 17-1.3.4.3 19-1.4.3 20-1.4.1.1 21-1.4.1.2
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v6 / label
                  :E (v16 / label~e.0)
                  :C (v17 / label~e.1))
           :P (v7 / label~e.2)
           :A (v8 / label
                  :R (v18 / label~e.3)
                  :E (v19 / label~e.4)
                  :C (v20 / label~e.5,6,7,8)))
    :L (v3 / label~e.10)
    :H (v4 / label
           :A (v9 / label~e.11)
           :P (v10 / label~e.12)
           :A (v11 / label
                   :A (v21 / label)
                   :P (v22 / label
                           :E (v28 / label~e.13)
                           :C (v14 / label~e.14)))
           :D (v12 / label
                   :R (v23 / label~e.15)
                   :E (v24 / label~e.16)
                   :C (v25 / label~e.17)))
    :H (v5 / label
           :D (v13 / label
                   :R (v26 / label~e.20)
                   :C (v27 / label~e.21))
           :A v14
           :P (v15 / label~e.19)))
