# ::id 456013
# ::tok After Bill Clinton was elected as president in November 1992 , Jennings featured the new administration in two of his specials for children ; he anchored President Clinton : Answering Children 's Questions in February 1993 ; and Kids in the Crossfire : Violence in America in November 1993 , a live special from a Washington , D . C . junior high school which featured Attorney General Janet Reno and rapper MC Lyte .
# ::alignments 0-1.1 1-1.2.1 2-1.2.1 4-1.2.3 5-1.2.4.1 6-1.2.4.2 7-1.2.5.1 8-1.2.5.2 9-1.2.5.2 11-1.3.1 12-1.3.2 13-1.3.3.1 14-1.3.3.2 15-1.3.3.3 16-1.3.4.1 17-1.3.4.2.1 18-1.3.4.2.2 19-1.3.4.3 20-1.3.4.4 21-1.3.4.5.1 22-1.3.4.5.2 24-1.4.1 25-1.4.2 26-1.4.3 27-1.4.3 29-1.4.3 30-1.4.3 31-1.4.3 32-1.4.3 33-1.4.4.1 34-1.4.4.2 35-1.4.4.2 37-1.5 38-1.6.1.1 39-1.6.1.1 40-1.6.1.1 41-1.6.1.1 43-1.6.1.1 44-1.6.1.1 45-1.6.1.1 46-1.6.2.1 47-1.6.2.2 48-1.6.2.2 50-1.6.1.2.1 51-1.6.1.2.2 52-1.6.1.2.3 53-1.6.1.2.4.1 54-1.6.1.2.4.2 55-1.6.1.2.4.3.1 57-1.6.1.2.4.3.2 59-1.6.1.2.4.3.2 61-1.6.1.2.4.4 62-1.6.1.2.4.5 63-1.6.1.2.4.6 64-1.6.1.2.5.1 65-1.6.1.2.5.2 66-1.6.1.2.5.3.1.1.1 67-1.6.1.2.5.3.1.1.2 68-1.6.1.2.5.3.1.2 69-1.6.1.2.5.3.1.2 70-1.6.1.2.5.3.2 71-1.6.1.2.5.3.3.1 72-1.6.1.2.5.3.3.2 73-1.6.1.2.5.3.3.2
# ::format ucca
(v1 / label
    :L (v2 / label~e.0)
    :H (v3 / label
           :A (v8 / label~e.1,2)
           :P (v9 / label~e.4)
           :A (v10 / label
                   :R (v22 / label~e.5)
                   :C (v23 / label~e.6))
           :D (v11 / label
                   :R (v24 / label~e.7)
                   :C (v25 / label~e.8,9)))
    :H (v4 / label
           :A (v12 / label~e.11)
           :P (v13 / label~e.12)
           :A (v14 / label
                   :E (v26 / label~e.13)
                   :E (v27 / label~e.14)
                   :C (v28 / label~e.15))
           :A (v15 / label
                   :R (v29 / label~e.16)
                   :E (v30 / label
                           :C (v40 / label~e.17)
                           :R (v41 / label~e.18))
                   :E (v31 / label~e.19)
                   :C (v32 / label~e.20)
                   :E (v33 / label
                           :R (v42 / label~e.21)
                           :C (v43 / label~e.22))))
    :H (v5 / label
           :A (v16 / label~e.24)
           :P (v17 / label~e.25)
           :A (v18 / label~e.26,27,29,30,31,32)
           :D (v19 / label
                   :R (v34 / label~e.33)
                   :C (v35 / label~e.34,35)))
    :L (v6 / label~e.37)
    :H (v7 / label
           :A (v20 / label
                   :C (v36 / label~e.38,39,40,41,43,44,45)
                   :E (v37 / label
                           :E (v44 / label~e.50)
                           :E (v45 / label~e.51)
                           :C (v46 / label~e.52)
                           :E (v47 / label
                                   :R (v49 / label~e.53)
                                   :E (v50 / label~e.54)
                                   :E (v51 / label
                                           :C (v58 / label~e.55)
                                           :E (v59 / label~e.57,59))
                                   :E (v52 / label~e.61)
                                   :E (v53 / label~e.62)
                                   :C (v54 / label~e.63))
                           :E (v48 / label
                                   :R (v55 / label~e.64)
                                   :S (v56 / label~e.65)
                                   :A (v57 / label
                                           :C (v60 / label
                                                   :E (v63 / label
                                                           :E (v67 / label~e.66)
                                                           :C (v68 / label~e.67))
                                                   :C (v64 / label~e.68,69))
                                           :N (v61 / label~e.70)
                                           :C (v62 / label
                                                   :E (v65 / label~e.71)
                                                   :C (v66 / label~e.72,73))))))
           :P (v21 / label
                   :R (v38 / label~e.46)
                   :C (v39 / label~e.47,48))))
