# ::id 674006
# ::tok Merry Christmas II You debuted at number four on the Billboard 200 with sales of 56 , 000 copies , surpassing the opening week sales of Carey 's previous holiday album of 45,000 copies 16 years prior .
# ::alignments 0-1.1.1 1-1.1.1 2-1.1.1 3-1.1.1 4-1.1.2 5-1.1.3.1 6-1.1.3.3 7-1.1.3.4 8-1.1.3.2.1 9-1.1.3.2.2 10-1.1.3.2.3 11-1.1.3.2.3 12-1.2 13-1.3.2.1 14-1.3.2.2 15-1.3.3.1 17-1.3.3.1 18-1.3.3.2 20-1.4.1 21-1.4.2.1 22-1.4.2.2.1 23-1.4.2.2.2 24-1.4.2.3 25-1.4.2.4 26-1.4.2.5.1.1 27-1.4.2.5.1.2 28-1.4.2.5.2 29-1.4.2.5.3 30-1.4.2.5.4 31-1.4.2.6.1 32-1.4.2.6.2 33-1.4.2.6.3 34-1.4.2.7.1 35-1.4.2.7.2 36-1.4.2.7.3
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v6 / label~e.0,1,2,3)
           :S (v7 / label~e.4)
           :A (v8 / label
                  :R (v14 / label~e.5)
                  :E (v15 / label
                          :R (v29 / label~e.8)
                          :E (v30 / label~e.9)
                          :C (v31 / label~e.10,11))
                  :C (v16 / label~e.6)
                  :E (v17 / label~e.7)))
    :L (v3 / label~e.12)
    :H (v4 / label
           :A (v9 / label)
           :P (v10 / label
                   :C (v18 / label~e.13)
                   :R (v19 / label~e.14))
           :A (v11 / label
                   :E (v20 / label~e.15,17)
                   :C (v21 / label~e.18)))
    :H (v5 / label
           :P (v12 / label~e.20)
           :A (v13 / label
                   :E (v22 / label~e.21)
                   :E (v23 / label
                           :E (v32 / label~e.22)
                           :C (v33 / label~e.23))
                   :C (v24 / label~e.24)
                   :R (v25 / label~e.25)
                   :E (v26 / label
                           :E (v34 / label
                                   :C (v44 / label~e.26)
                                   :R (v45 / label~e.27))
                           :E (v35 / label~e.28)
                           :E (v36 / label~e.29)
                           :C (v37 / label~e.30))
                   :E (v27 / label
                           :R (v38 / label~e.31)
                           :E (v39 / label~e.32)
                           :C (v40 / label~e.33))
                   :E (v28 / label
                           :E (v41 / label~e.34)
                           :C (v42 / label~e.35)
                           :R (v43 / label~e.36)))))
