# ::id 1025010
# ::tok In June 1985 , Jackson and Branca learned that Charles Koppelman 's and Marty Bandier 's The Entertainment Co. had made a tentative agreement with Holmes à Court to buy ATV Music for $50 million .
# ::alignments 0-1.1.1.1 1-1.1.1.2 2-1.1.1.2 4-1.1.3.1 5-1.1.3.2 6-1.1.3.3 7-1.1.4.1 9-1.1.5.3.1.1.1 10-1.1.5.3.1.1.1 11-1.1.5.3.1.1.2 12-1.1.5.3.1.2 13-1.1.5.3.1.3.1 14-1.1.5.3.1.3.1 15-1.1.5.3.1.3.2 16-1.1.5.3.2 17-1.1.5.3.2 18-1.1.5.3.2 19-1.1.5.1.1 20-1.1.5.1.2 21-1.1.5.2.1 22-1.1.5.2.2 23-1.1.5.2.5 24-1.1.5.2.3 25-1.1.5.2.4 26-1.1.5.2.4 27-1.1.5.2.4 29-1.1.5.2.6.1.2 30-1.1.5.2.6.2.1 31-1.1.5.2.6.2.2 32-1.1.5.2.6.3.1 33-1.1.5.2.6.3.2 34-1.1.5.2.6.3.2
# ::format ucca
(v1 / label
    :H (v2 / label
           :D (v3 / label
                  :R (v7 / label~e.0)
                  :C (v8 / label~e.1,2))
           :A (v4 / label
                  :C (v9 / label~e.4)
                  :N (v10 / label~e.5)
                  :C (v11 / label~e.6))
           :P (v5 / label
                  :C (v12 / label~e.7))
           :A (v6 / label
                  :P (v13 / label
                          :E (v16 / label~e.19)
                          :C (v17 / label~e.20))
                  :A (v14 / label
                          :E (v18 / label~e.21)
                          :E (v19 / label~e.22)
                          :R (v20 / label~e.24)
                          :E (v21 / label~e.25,26,27)
                          :C (v22 / label~e.23)
                          :E (v23 / label
                                  :P (v26 / label
                                          :C (v32 / label~e.29))
                                  :A (v27 / label
                                          :E (v33 / label~e.30)
                                          :C (v34 / label~e.31))
                                  :A (v28 / label
                                          :R (v35 / label~e.32)
                                          :C (v36 / label~e.33,34))))
                  :A (v15 / label
                          :E (v24 / label
                                  :C (v29 / label
                                          :C (v37 / label~e.9,10)
                                          :R (v38 / label~e.11))
                                  :N (v30 / label~e.12)
                                  :C (v31 / label
                                          :C (v39 / label~e.13,14)
                                          :R (v40 / label~e.15)))
                          :C (v25 / label~e.16,17,18)))))
