# ::id 227014
# ::tok In addition , he has assisted Anthony Szeto in an advisory capacity for the writer - director 's film Wushu , released on 1 May 2008 .
# ::alignments 0-1.1.1 1-1.1.2 3-1.2.1 5-1.2.3 6-1.2.4 7-1.2.4 8-1.2.5.1 9-1.2.5.2 10-1.2.5.3 11-1.2.5.4 12-1.2.6.1 13-1.2.6.2 14-1.2.6.3.1.2 16-1.2.6.3.1.3 17-1.2.6.3.2 18-1.2.6.4 19-1.2.6.5 21-1.2.6.6.2 22-1.2.6.6.3.1 23-1.2.6.6.3.2 24-1.2.6.6.3.2 25-1.2.6.6.3.2
# ::format ucca
(v1 / label
    :L (v2 / label
           :R (v4 / label~e.0)
           :C (v5 / label~e.1))
    :H (v3 / label
           :A (v6 / label~e.3)
           :P (v7 / label~e.5)
           :A (v8 / label~e.6,7)
           :A (v9 / label
                  :R (v11 / label~e.8)
                  :E (v12 / label~e.9)
                  :E (v13 / label~e.10)
                  :C (v14 / label~e.11))
           :A (v10 / label
                   :R (v15 / label~e.12)
                   :E (v16 / label~e.13)
                   :E (v17 / label
                           :C (v21 / label
                                   :N (v25 / label)
                                   :C (v26 / label~e.14)
                                   :C (v27 / label~e.16))
                           :R (v22 / label~e.17))
                   :E (v18 / label~e.18)
                   :C (v19 / label~e.19)
                   :E (v20 / label
                           :A v19
                           :P (v23 / label~e.21)
                           :D (v24 / label
                                   :R (v28 / label~e.22)
                                   :C (v29 / label~e.23,24,25))))))
