# ::id 667000
# ::tok After she received Billboard 's Artist of the Decade Award and the World Music Award for Best - Selling Female Artist of the Millennium , Carey parted from Columbia and signed a record - breaking $ 100 million five - album recording contract with Virgin Records ( EMI Records ) .
# ::alignments 0-1.1 1-1.2.1 2-1.2.2 3-1.2.3.1.1.1 4-1.2.3.1.1.2 5-1.2.3.1.2.1 6-1.2.3.1.2.2 7-1.2.3.1.3 8-1.2.3.1.4 9-1.2.3.1.5 10-1.2.3.2 11-1.2.3.3.1 12-1.2.3.3.2.1 13-1.2.3.3.2.2 14-1.2.3.3.3 15-1.2.3.3.4.1 16-1.2.3.3.4.2.1 18-1.2.3.3.4.2.2 19-1.2.3.3.4.3 20-1.2.3.3.4.4 21-1.2.3.3.4.5.1 22-1.2.3.3.4.5.2 23-1.2.3.3.4.5.3 25-1.3.1 26-1.3.2.1 27-1.3.2.2 28-1.3.3 29-1.4 30-1.5.3 31-1.5.1.1 32-1.5.1.2.1 34-1.5.1.2.2 36-1.5.1.3 37-1.5.1.3 38-1.5.1.4.1 40-1.5.1.4.2 41-1.5.1.6 42-1.5.1.7 43-1.5.1.5.1 44-1.5.1.5.2 45-1.5.1.5.2 47-1.5.1.5.3 48-1.5.1.5.3
# ::format ucca
(v1 / label
    :L (v2 / label~e.0)
    :H (v3 / label
           :A (v7 / label~e.1)
           :P (v8 / label~e.2)
           :A (v9 / label
                  :C (v15 / label
                          :E (v27 / label
                                  :C (v43 / label~e.3)
                                  :R (v44 / label~e.4))
                          :E (v28 / label
                                  :C (v45 / label~e.5)
                                  :R (v46 / label~e.6))
                          :E (v29 / label~e.7)
                          :E (v30 / label~e.8)
                          :C (v31 / label~e.9))
                  :N (v16 / label~e.10)
                  :C (v17 / label
                          :E (v32 / label~e.11)
                          :E (v33 / label
                                  :E (v47 / label~e.12)
                                  :C (v48 / label~e.13))
                          :C (v34 / label~e.14)
                          :E (v35 / label
                                  :R (v49 / label~e.15)
                                  :E (v50 / label
                                          :E (v54 / label~e.16)
                                          :C (v55 / label~e.18))
                                  :E (v51 / label~e.19)
                                  :C (v52 / label~e.20)
                                  :E (v53 / label
                                          :R (v56 / label~e.21)
                                          :E (v57 / label~e.22)
                                          :C (v58 / label~e.23))))))
    :H (v4 / label
           :A (v10 / label~e.25)
           :P (v11 / label
                   :C (v18 / label~e.26)
                   :R (v19 / label~e.27))
           :A (v12 / label~e.28))
    :L (v5 / label~e.29)
    :H (v6 / label
           :A (v13 / label
                   :E (v20 / label~e.31)
                   :E (v21 / label
                           :C (v36 / label~e.32)
                           :E (v37 / label~e.34))
                   :E (v22 / label~e.36,37)
                   :E (v23 / label
                           :E (v38 / label~e.38)
                           :C (v39 / label~e.40))
                   :E (v24 / label
                           :R (v40 / label~e.43)
                           :C (v41 / label~e.44,45)
                           :E (v42 / label~e.47,48))
                   :E (v25 / label~e.41)
                   :C (v26 / label~e.42))
           :A v10
           :P (v14 / label~e.30)))
