# ::id 496005
# ::tok Space Oddity " was released on 11 July , five days ahead of the Apollo 11 launch , to become a UK top five hit .
# ::alignments 0-1.1.1 1-1.1.1 4-1.1.3 5-1.1.4.1 6-1.1.4.2 7-1.1.4.3 9-1.2.1.1 10-1.2.1.2 11-1.2.2 12-1.2.2 13-1.3.1.1 14-1.3.1.2 15-1.3.1.2 16-1.3.2 18-1.4 19-1.5.1 20-1.5.2.1 21-1.5.3 22-1.5.2.2 23-1.5.2.3 24-1.5.4
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v7 / label~e.0,1)
           :P (v8 / label~e.4)
           :T (v9 / label
                  :R (v18 / label~e.5)
                  :C (v19 / label~e.6)
                  :C (v20 / label~e.7)))
    :L (v3 / label
           :E (v10 / label
                   :Q (v21 / label~e.9)
                   :C (v22 / label~e.10))
           :C (v11 / label~e.11,12))
    :H (v4 / label
           :A (v12 / label
                   :E (v23 / label~e.13)
                   :C (v24 / label~e.14,15))
           :P (v13 / label~e.16))
    :L (v5 / label~e.18)
    :H (v6 / label
           :D (v14 / label~e.19)
           :A (v15 / label
                   :E (v25 / label~e.20)
                   :C (v26 / label~e.22)
                   :Q (v27 / label~e.23))
           :A (v16 / label~e.21)
           :S (v17 / label~e.24)
           :A v7))
