# ::id 961002
# ::tok John Gielgud directed Twelfth Night and wrote , " ... perhaps I will still make a good thing of that divine play , especially if he will let me pull her little ladyship ( who is brainier than he but not a born actress ) out of her timidity and safeness . He dares too confidently ... but she hardly dares at all and is terrified of overreaching her technique and doing anything that she has not killed the spontaneity of by overpractice . " In 1955 , Leigh starred in Anatole Litvak 's film The Deep Blue Sea , costarring Kenneth More who felt he had poor chemistry with Leigh during the filming .
# ::alignments 0-1.1.1 1-1.1.1 2-1.1.2 3-1.1.3 4-1.1.3 5-1.2 6-1.3.5 10-1.3.6.4.1 11-1.3.6.4.2 13-1.3.6.4.4 14-1.3.6.4.3.2 15-1.3.6.4.5.1 16-1.3.6.4.5.2 17-1.3.6.4.5.3 18-1.3.6.4.6.1 19-1.3.6.4.6.2 20-1.3.6.4.6.3 21-1.3.6.4.6.4 23-1.3.6.5.1 24-1.3.6.5.2 25-1.3.6.6.1 27-1.3.6.6.2.2 28-1.3.6.6.3 29-1.3.6.6.4.2.1 30-1.3.6.6.4.3.1 31-1.3.6.6.4.3.2 32-1.3.6.6.4.3.3 36-1.3.6.6.4.3.4.2.2.2 37-1.3.6.6.4.3.4.2.3.1 38-1.3.6.6.4.3.4.2.3.2 39-1.3.6.6.4.3.4.3 40-1.3.6.6.4.3.4.4.2 41-1.3.6.6.4.3.4.4.3.1 42-1.3.6.6.4.3.4.4.3.2 43-1.3.6.6.4.3.4.4.3.3 45-1.3.6.6.4.2.2 46-1.3.6.6.4.4.1 47-1.3.6.6.4.4.2 48-1.3.6.6.4.4.3.1 49-1.3.6.6.4.4.3.2 50-1.3.6.6.4.4.3.3 52-1.3.6.7.1 53-1.3.6.7.2 54-1.3.6.7.3.1 55-1.3.6.7.3.2 57-1.3.6.8 58-1.3.6.9.1 59-1.3.6.9.2 60-1.3.6.9.3 61-1.3.6.9.4.1 62-1.3.6.9.4.2 63-1.3.6.10 65-1.3.6.11.1.2 66-1.3.6.11.2.1.1 67-1.3.6.11.2.1.2 68-1.3.6.11.2.2.1 69-1.3.6.11.2.2.2 70-1.3.6.12 71-1.3.6.13.1 72-1.3.6.13.2.1 74-1.3.6.13.2.2.2 75-1.3.6.13.2.2.3.1 76-1.3.6.13.2.2.4 77-1.3.6.13.2.2.3.2 78-1.3.6.13.2.2.5.1 79-1.3.6.13.2.2.5.2 80-1.3.6.13.2.2.5.3 81-1.3.6.13.2.2.6.2.1 82-1.3.6.13.2.2.6.2.2 85-1.4.2.1 86-1.4.2.2 88-1.4.3 89-1.4.4.1 90-1.4.4.2 91-1.4.5.1.1.1 92-1.4.5.1.1.1 93-1.4.5.1.1.2 94-1.4.5.1.2 95-1.5.3 96-1.5.3 97-1.5.3 98-1.5.3 100-1.5.4 101-1.5.1.1 102-1.5.1.1 103-1.5.1.2.2 104-1.5.1.2.3 105-1.5.1.2.4.1 106-1.5.1.2.4.2.1 107-1.5.1.2.4.3 108-1.5.1.2.4.2.2 109-1.5.1.2.4.4.1 110-1.5.1.2.4.4.2 111-1.5.1.2.4.5.2 112-1.5.1.2.4.5.3 113-1.5.1.2.4.5.4
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v7 / label~e.0,1)
           :P (v8 / label~e.2)
           :A (v9 / label~e.3,4))
    :L (v3 / label~e.5)
    :H (v4 / label
           :A v7
           :P (v10 / label~e.6)
           :A (v11 / label
                   :H (v19 / label
                           :D (v36 / label~e.10)
                           :A (v37 / label~e.11)
                           :P (v38 / label
                                   :C (v64 / label~e.14))
                           :D (v39 / label~e.13)
                           :A (v40 / label
                                   :E (v65 / label~e.15)
                                   :E (v66 / label~e.16)
                                   :C (v67 / label~e.17))
                           :A (v41 / label
                                   :R (v68 / label~e.18)
                                   :E (v69 / label~e.19)
                                   :E (v70 / label~e.20)
                                   :C (v71 / label~e.21)))
                   :L (v20 / label
                           :E (v42 / label~e.23)
                           :C (v43 / label~e.24))
                   :H (v21 / label
                           :A (v44 / label~e.25)
                           :P (v45 / label
                                   :C (v72 / label~e.27))
                           :A (v46 / label~e.28)
                           :A (v47 / label
                                   :A v46
                                   :P (v73 / label
                                           :C (v92 / label~e.29)
                                           :R (v93 / label~e.45))
                                   :A (v74 / label
                                           :E (v94 / label~e.30)
                                           :E (v95 / label~e.31)
                                           :C (v96 / label~e.32)
                                           :E (v97 / label
                                                   :H (v117 / label
                                                            :A v96
                                                            :S (v129 / label
                                                                     :C (v135 / label~e.36))
                                                            :A (v130 / label
                                                                     :R (v136 / label~e.37)
                                                                     :C (v137 / label~e.38)))
                                                   :L (v118 / label~e.39)
                                                   :H (v119 / label
                                                            :A v96
                                                            :D (v131 / label~e.40)
                                                            :S (v132 / label
                                                                     :E (v138 / label~e.41)
                                                                     :E (v139 / label~e.42)
                                                                     :C (v140 / label~e.43)))))
                                   :A (v75 / label
                                           :R (v98 / label~e.46)
                                           :E (v99 / label~e.47)
                                           :C (v100 / label
                                                    :C (v120 / label~e.48)
                                                    :N (v121 / label~e.49)
                                                    :C (v122 / label~e.50)))))
                   :H (v22 / label
                           :A (v48 / label~e.52)
                           :P (v49 / label~e.53)
                           :D (v50 / label
                                   :E (v76 / label~e.54)
                                   :C (v77 / label~e.55)))
                   :L (v23 / label~e.57)
                   :H (v24 / label
                           :A (v51 / label~e.58)
                           :D (v52 / label~e.59)
                           :P (v53 / label~e.60)
                           :D (v54 / label
                                   :R (v78 / label~e.61)
                                   :C (v79 / label~e.62)))
                   :L (v25 / label~e.63)
                   :H (v26 / label
                           :S (v55 / label
                                   :C (v80 / label~e.65))
                           :A (v56 / label
                                   :S (v81 / label
                                           :R (v101 / label~e.66)
                                           :C (v102 / label~e.67))
                                   :A (v82 / label
                                           :E (v103 / label~e.68)
                                           :C (v104 / label~e.69))
                                   :A v51)
                           :A v51)
                   :L (v27 / label~e.70)
                   :H (v28 / label
                           :P (v57 / label~e.71)
                           :A (v58 / label
                                   :C (v83 / label~e.72)
                                   :E (v84 / label
                                           :A (v105 / label~e.74)
                                           :P (v106 / label
                                                    :E (v123 / label~e.75)
                                                    :C (v124 / label~e.77))
                                           :D (v107 / label~e.76)
                                           :A (v108 / label
                                                    :E (v125 / label~e.78)
                                                    :C (v126 / label~e.79)
                                                    :R (v127 / label~e.80))
                                           :A (v109 / label
                                                    :A v105
                                                    :P (v128 / label
                                                             :R (v133 / label~e.81)
                                                             :C (v134 / label~e.82)))))
                           :A v51)))
    :H (v5 / label
           :D (v12 / label
                   :R (v29 / label~e.85)
                   :C (v30 / label~e.86))
           :A (v13 / label~e.88)
           :P (v14 / label
                   :C (v31 / label~e.89)
                   :R (v32 / label~e.90))
           :A (v15 / label
                   :E (v33 / label
                           :E (v59 / label
                                   :C (v85 / label~e.91,92)
                                   :R (v86 / label~e.93))
                           :C (v60 / label~e.94))
                   :C (v17 / label~e.95,96,97,98)))
    :H (v6 / label
           :A (v16 / label
                   :C (v34 / label~e.101,102)
                   :E (v35 / label
                           :A v34
                           :R (v61 / label~e.103)
                           :P (v62 / label~e.104)
                           :A (v63 / label
                                   :A (v87 / label~e.105)
                                   :S (v88 / label
                                           :E (v110 / label~e.106)
                                           :C (v111 / label~e.108))
                                   :D (v89 / label~e.107)
                                   :A (v90 / label
                                           :R (v112 / label~e.109)
                                           :C (v113 / label~e.110))
                                   :D (v91 / label
                                           :R (v114 / label~e.111)
                                           :E (v115 / label~e.112)
                                           :C (v116 / label~e.113)))))
           :A v17
           :S (v18 / label~e.100)))
