# ::id 956005
# ::tok She said to Laurence Olivier on a long - distance call , " Puss , my puss , how I hate film acting ! Hate , hate , and never want to do another film again ! "
# ::alignments 0-1.1.1 1-1.1.2.1 2-1.1.2.2 3-1.1.3 4-1.1.3 5-1.1.4.1 6-1.1.4.2 7-1.1.4.3.1 9-1.1.4.3.2 10-1.1.4.4 13-1.1.5.1 15-1.1.5.2.1 16-1.1.5.2.2 19-1.1.5.3.2 20-1.1.5.3.3 21-1.1.5.3.4.1 22-1.1.5.3.4.2 24-1.1.5.4.1.1 26-1.1.5.4.1.2 28-1.1.5.5 29-1.1.5.6.1 30-1.1.5.6.2 32-1.1.5.6.4 33-1.1.5.6.5.1 34-1.1.5.6.5.2 35-1.1.5.6.6
(v1 / label
    :H (v2 / label
           :A (v3 / label~e.0)
           :P (v4 / label
                  :C (v8 / label~e.1)
                  :R (v9 / label~e.2))
           :A (v5 / label~e.3,4)
           :A (v6 / label
                  :R (v10 / label~e.5)
                  :E (v11 / label~e.6)
                  :E (v12 / label
                          :E (v20 / label~e.7)
                          :C (v21 / label~e.9))
                  :C (v13 / label~e.10))
           :A (v7 / label
                  :H (v14 / label~e.13)
                  :H (v15 / label
                          :E (v22 / label~e.15)
                          :C (v23 / label~e.16))
                  :H (v16 / label
                          :A (v24 / label~e.19)
                          :P (v25 / label~e.20)
                          :A (v26 / label
                                  :E (v33 / label~e.21)
                                  :C (v34 / label~e.22)))
                  :H (v17 / label
                          :P (v27 / label
                                  :C (v35 / label~e.24)
                                  :C (v36 / label~e.26))
                          :A v24)
                  :L (v18 / label~e.28)
                  :H (v19 / label
                          :D (v28 / label~e.29)
                          :D (v29 / label~e.30)
                          :P (v30 / label~e.32)
                          :A (v31 / label
                                  :E (v37 / label~e.33)
                                  :C (v38 / label~e.34))
                          :D (v32 / label~e.35)
                          :A v24))))
