# ::id 499010
# ::tok Entering the same chart in September , Bowie 's novelty record from 1967 , " The Laughing Gnome " , reached number four .
# ::alignments 0-1.1.2 1-1.1.3.1 2-1.1.3.2 3-1.1.3.3 4-1.1.4.1 5-1.1.4.2 7-1.2.5.1.1.1 8-1.2.5.1.1.2 9-1.2.5.1.2 10-1.2.5.1.3 11-1.2.6.1 12-1.2.6.2 15-1.1.1 16-1.1.1 17-1.1.1 20-1.2.1 21-1.2.2.1 22-1.2.2.2
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v4 / label~e.15,16,17)
           :P (v5 / label~e.0)
           :A (v6 / label
                  :E (v12 / label~e.1)
                  :E (v13 / label~e.2)
                  :C (v14 / label~e.3))
           :T (v7 / label
                  :R (v15 / label~e.4)
                  :C (v16 / label~e.5)))
    :H (v3 / label
           :D (v8 / label~e.20)
           :S (v9 / label
                  :C (v17 / label~e.21)
                  :Q (v18 / label~e.22))
           :A (v10 / label
                   :E (v19 / label
                           :E (v22 / label
                                   :C (v25 / label~e.7)
                                   :R (v26 / label~e.8))
                           :E (v23 / label~e.9)
                           :C (v24 / label~e.10))
                   :C v4)
           :T (v11 / label
                   :R (v20 / label~e.11)
                   :C (v21 / label~e.12))))
