# ::id 140000
# ::tok Hepburn quickly returned to acting after Tracy 's death , choosing to preoccupy herself as a remedy against grief .
# ::alignments 0-1.1.1 1-1.1.2 2-1.1.3 4-1.1.4.2 5-1.2 6-1.3.1.1 7-1.3.1.2 8-1.3.2 10-1.4.2 12-1.4.3.1.2 13-1.4.3.2 14-1.4.1.1 15-1.4.1.2 16-1.4.1.3 17-1.4.1.4.1 18-1.4.1.4.2
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v6 / label~e.0)
           :D (v7 / label~e.1)
           :D (v8 / label~e.2)
           :P (v9 / label
                  :C (v15 / label~e.4)))
    :L (v3 / label~e.5)
    :H (v4 / label
           :A (v10 / label
                   :C (v16 / label~e.6)
                   :R (v17 / label~e.7))
           :S (v11 / label~e.8))
    :H (v5 / label
           :A (v12 / label
                   :R (v18 / label~e.14)
                   :E (v19 / label~e.15)
                   :C (v20 / label~e.16)
                   :E (v21 / label
                           :R (v24 / label~e.17)
                           :C (v25 / label~e.18)))
           :P (v13 / label~e.10)
           :A (v14 / label
                   :P (v22 / label
                           :C (v26 / label~e.12))
                   :D (v23 / label~e.13)
                   :A v6)))
