# ::id 528007
# ::tok As shooting progressed , however , she began making the same pleas of illness which she had so often made during her final films at MGM .
# ::alignments 0-1.1 1-1.2.1 2-1.2.2 4-1.3 6-1.4.3 7-1.4.1.1 8-1.4.1.2 9-1.4.2.1 10-1.4.2.2 11-1.4.2.4 12-1.4.2.5.1 13-1.4.2.5.2 15-1.4.2.3.2.1 16-1.4.2.3.2.2.1 17-1.4.2.3.2.3.1 18-1.4.2.3.2.3.2 19-1.4.2.3.2.2.2 20-1.4.2.3.3 21-1.4.2.3.4.2.1 22-1.4.2.3.4.2.2 23-1.4.2.3.4.2.3 24-1.4.2.3.4.2.4.1 25-1.4.2.3.4.2.4.2
# ::format ucca
(v1 / label
    :L (v2 / label~e.0)
    :H (v3 / label
           :A (v6 / label~e.1)
           :P (v7 / label~e.2))
    :L (v4 / label~e.4)
    :H (v5 / label
           :P (v8 / label
                  :E (v11 / label~e.7)
                  :C (v12 / label~e.8))
           :A (v9 / label
                  :E (v13 / label~e.9)
                  :E (v14 / label~e.10)
                  :E (v15 / label
                          :H (v18 / label
                                  :A (v23 / label~e.15)
                                  :P (v24 / label
                                          :E (v28 / label~e.16)
                                          :C (v29 / label~e.19))
                                  :D (v25 / label
                                          :E (v30 / label~e.17)
                                          :C (v31 / label~e.18)))
                          :L (v19 / label~e.20)
                          :H (v20 / label
                                  :P (v26 / label)
                                  :A (v27 / label
                                          :E (v32 / label~e.21)
                                          :E (v33 / label~e.22)
                                          :C (v34 / label~e.23)
                                          :E (v35 / label
                                                  :R (v36 / label~e.24)
                                                  :C (v37 / label~e.25)))
                                  :A v23))
                  :C (v16 / label~e.11)
                  :E (v17 / label
                          :R (v21 / label~e.12)
                          :C (v22 / label~e.13)))
           :A (v10 / label~e.6)))
