# ::id 585014
# ::tok In 1978 , Depp 's parents divorced .
# ::alignments 0-1.1.1.1 1-1.1.1.2 3-1.1.2.1.1 4-1.1.2.1.2 5-1.1.2.2 6-1.1.3
# ::format ucca
(v1 / label
    :H (v2 / label
           :D (v3 / label
                  :R (v6 / label~e.0)
                  :C (v7 / label~e.1))
           :A (v4 / label
                  :E (v8 / label
                         :C (v10 / label~e.3)
                         :R (v11 / label~e.4))
                  :C (v9 / label~e.5))
           :P (v5 / label~e.6)))
