# ::id 149012
# ::tok The decision was made not to medically intervene , and she died on June 29 , 2003 , at the Hepburn family home in Fenwick , Connecticut .
# ::alignments 1-1.1.1.2 3-1.1.3 4-1.1.4.2 6-1.1.4.4 7-1.1.4.5 9-1.2 10-1.3.3 11-1.3.4 12-1.3.5.1 13-1.3.5.2 14-1.3.5.3 16-1.3.5.4 18-1.3.1.1 20-1.3.1.3.1 21-1.3.1.3.2 22-1.3.1.4 23-1.3.1.5.1 24-1.3.1.5.2 26-1.3.1.5.3
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v5 / label
                  :C (v12 / label~e.1))
           :P (v6 / label~e.3)
           :A (v7 / label
                  :A (v13 / label)
                  :D (v14 / label~e.4)
                  :D (v15 / label~e.6)
                  :P (v16 / label~e.7)))
    :L (v3 / label~e.9)
    :H (v4 / label
           :A (v8 / label
                  :R (v17 / label~e.18)
                  :E (v18 / label
                          :E (v25 / label~e.20)
                          :C (v26 / label~e.21))
                  :C (v19 / label~e.22)
                  :E (v20 / label
                          :R (v27 / label~e.23)
                          :C (v28 / label~e.24)
                          :C (v29 / label~e.26)))
           :A (v9 / label~e.10)
           :P (v10 / label~e.11)
           :T (v11 / label
                   :R (v21 / label~e.12)
                   :C (v22 / label~e.13)
                   :C (v23 / label~e.14)
                   :C (v24 / label~e.16))))
