# ::id 673004
# ::tok In 2009 , she appeared as a social worker in Precious , the movie adaptation of the 1996 novel Push by Sapphire .
# ::alignments 0-1.1.2.1 1-1.1.2.2 3-1.1.3 4-1.1.4 5-1.1.5.1 6-1.1.5.2.1 7-1.1.5.2.2 8-1.1.5.2.3 9-1.1.6.1 10-1.1.6.2 12-1.1.6.3.1 13-1.1.6.3.2 14-1.1.6.3.3 15-1.1.6.3.4.1 16-1.1.6.3.4.2.1 17-1.1.6.3.4.2.2.3 18-1.1.6.3.4.2.3 19-1.1.6.3.4.3 20-1.1.6.3.4.4.2 21-1.1.6.3.4.4.3
# ::format ucca
(v1 / label
    :H (v2 / label
           :T (v3 / label
                  :R (v8 / label~e.0)
                  :C (v9 / label~e.1))
           :A (v4 / label~e.3)
           :P (v5 / label~e.4)
           :A (v6 / label
                  :R (v10 / label~e.5)
                  :P (v11 / label
                          :E (v15 / label~e.6)
                          :E (v16 / label~e.7)
                          :C (v17 / label~e.8)))
           :A (v7 / label
                  :R (v12 / label~e.9)
                  :C (v13 / label~e.10)
                  :E (v14 / label
                          :E (v18 / label~e.12)
                          :E (v19 / label~e.13)
                          :C (v20 / label~e.14)
                          :E (v21 / label
                                  :R (v22 / label~e.15)
                                  :E (v23 / label
                                          :E (v26 / label~e.16)
                                          :E (v27 / label
                                                  :A (v28 / label~e.18)
                                                  :P (v31 / label)
                                                  :T (v32 / label~e.17))
                                          :C v28)
                                  :C (v24 / label~e.19)
                                  :E (v25 / label
                                          :A v24
                                          :S (v29 / label~e.20)
                                          :A (v30 / label~e.21)))))))
