# ::id 943000
# ::tok Many of the women in Stefani 's family were seamstresses , and much of her clothing was made by them or her mother .
# ::alignments 0-1.1.1.1 1-1.1.1.2 2-1.1.1.3 3-1.1.1.4 4-1.1.1.5.1 5-1.1.1.5.2.1 6-1.1.1.5.2.2 7-1.1.1.5.3 9-1.1.3 11-1.2 12-1.3.2.1 13-1.3.2.2 14-1.3.2.4.2 15-1.3.2.3 17-1.3.4 18-1.3.1.1 19-1.3.1.2.1 20-1.3.1.2.2 21-1.3.1.2.3.1 22-1.3.1.2.3.2
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v5 / label
                  :Q (v10 / label~e.0)
                  :R (v11 / label~e.1)
                  :E (v12 / label~e.2)
                  :C (v13 / label~e.3)
                  :E (v14 / label
                          :R (v21 / label~e.4)
                          :A (v22 / label
                                  :C (v28 / label~e.5)
                                  :R (v29 / label~e.6))
                          :S (v23 / label~e.7)))
           :P (v6 / label~e.9))
    :L (v3 / label~e.11)
    :H (v4 / label
           :A (v7 / label
                  :R (v15 / label~e.18)
                  :C (v16 / label
                          :C (v24 / label~e.19)
                          :N (v25 / label~e.20)
                          :C (v26 / label
                                  :A (v30 / label~e.21)
                                  :S (v31 / label~e.22))))
           :A (v8 / label
                  :Q (v17 / label~e.12)
                  :R (v18 / label~e.13)
                  :C (v19 / label~e.15)
                  :E (v20 / label
                          :A v19
                          :S (v27 / label~e.14)))
           :P (v9 / label~e.17)))
