# ::id 641001
# ::tok Within the month , he fulfilled his contractual obligation to EMI / Capitol for one more album by releasing Shaved Fish , a compilation album of previously recorded tracks .
# ::alignments 0-1.1.1.1 1-1.1.1.2 2-1.1.1.3 4-1.1.3 5-1.1.4 6-1.1.5.1.1 7-1.1.5.1.2 8-1.1.5.2 9-1.1.5.3.1 10-1.1.5.3.2 12-1.1.5.3.2 13-1.1.5.4.1 14-1.1.5.4.2 15-1.1.5.4.3 16-1.1.5.4.4 17-1.1.6.1 18-1.1.6.2.1 19-1.1.6.2.2.1 20-1.1.6.2.2.1 22-1.1.6.2.2.2.1 23-1.1.6.2.2.2.2 24-1.1.6.2.2.2.3 25-1.1.6.2.2.2.4.1 26-1.1.6.2.2.2.4.2.1 27-1.1.6.2.2.2.4.2.2 28-1.1.6.2.2.2.4.3
# ::format ucca
(v1 / label
    :H (v2 / label
           :D (v3 / label
                  :R (v8 / label~e.0)
                  :E (v9 / label~e.1)
                  :C (v10 / label~e.2))
           :A (v4 / label~e.4)
           :P (v5 / label~e.5)
           :A (v6 / label
                  :A (v11 / label
                          :E (v17 / label~e.6)
                          :C (v18 / label~e.7))
                  :S (v12 / label~e.8)
                  :A (v13 / label
                          :R (v19 / label~e.9)
                          :C (v20 / label~e.10,12))
                  :A (v14 / label
                          :R (v21 / label~e.13)
                          :E (v22 / label~e.14)
                          :E (v23 / label~e.15)
                          :C (v24 / label~e.16)))
           :A (v7 / label
                  :R (v15 / label~e.17)
                  :C (v16 / label
                          :P (v25 / label~e.18)
                          :A (v26 / label
                                  :C (v27 / label~e.19,20)
                                  :E (v28 / label
                                          :E (v29 / label~e.22)
                                          :E (v30 / label~e.23)
                                          :C (v31 / label~e.24)
                                          :E (v32 / label
                                                  :R (v33 / label~e.25)
                                                  :E (v34 / label
                                                          :E (v36 / label~e.26)
                                                          :C (v37 / label~e.27))
                                                  :C (v35 / label~e.28))))
                          :A v4))))
