# ::id 948008
# ::tok A second wedding was held in Los Angeles two weeks later .
# ::alignments 1-1.1.2 2-1.1.1.2 4-1.1.4 5-1.1.5.1 6-1.1.5.2 7-1.1.5.2 8-1.1.6.1 9-1.1.6.2 10-1.1.6.3
# ::format ucca
(v1 / label
    :H (v2 / label
           :P (v3 / label
                  :C (v8 / label~e.2))
           :D (v4 / label~e.1)
           :D (v5 / label~e.4)
           :A (v6 / label
                  :R (v9 / label~e.5)
                  :C (v10 / label~e.6,7))
           :T (v7 / label
                  :Q (v11 / label~e.8)
                  :C (v12 / label~e.9)
                  :R (v13 / label~e.10))))
