# ::id 540008
# ::tok Later that year , Sam Warner urged his brother , Harry , to sign an agreement with Western Electric to develop a series of talking " shorts " using the newly developed Vitaphone technology .
# ::alignments 0-1.1.2.1 1-1.1.2.2 2-1.1.2.3 4-1.1.4 5-1.1.4 6-1.1.5 7-1.1.6.1.1 8-1.1.6.1.2 10-1.1.1.3 13-1.1.1.1.2 14-1.1.1.2.1 15-1.1.1.2.2 16-1.1.1.2.3.1 17-1.1.1.2.3.2 18-1.1.1.2.3.2 20-1.1.1.2.4.1.1.2 21-1.1.1.2.4.1.2.1.1 22-1.1.1.2.4.1.2.1.2 23-1.1.1.2.4.1.2.1.3 24-1.1.1.2.4.1.2.2 26-1.1.1.2.4.2.3 28-1.1.1.2.4.2.1 29-1.1.1.2.4.2.2.1 30-1.1.1.2.4.2.2.2.1 31-1.1.1.2.4.2.2.2.2 32-1.1.1.2.4.2.2.2.3.1 33-1.1.1.2.4.2.2.2.3.2
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v3 / label
                  :P (v8 / label
                         :C (v15 / label~e.13))
                  :A (v9 / label
                         :E (v16 / label~e.14)
                         :C (v17 / label~e.15)
                         :E (v18 / label
                                 :R (v22 / label~e.16)
                                 :C (v23 / label~e.17,18))
                         :E (v19 / label
                                 :H (v24 / label
                                         :P (v26 / label
                                                 :C (v31 / label~e.20))
                                         :A (v27 / label
                                                 :E (v32 / label
                                                         :E (v36 / label~e.21)
                                                         :C (v37 / label~e.22)
                                                         :R (v38 / label~e.23))
                                                 :E (v33 / label~e.24)
                                                 :C (v30 / label~e.26))
                                         :A (v10 / label~e.10))
                                 :H (v25 / label
                                         :P (v28 / label~e.28)
                                         :A (v29 / label
                                                 :E (v34 / label~e.29)
                                                 :C (v35 / label
                                                         :D (v39 / label~e.30)
                                                         :P (v40 / label~e.31)
                                                         :A (v41 / label
                                                                 :E (v42 / label~e.32)
                                                                 :C (v43 / label~e.33))))
                                         :A v30)))
                  :A v10)
           :D (v4 / label
                  :R (v11 / label~e.0)
                  :E (v12 / label~e.1)
                  :C (v13 / label~e.2))
           :A (v5 / label~e.4,5)
           :P (v6 / label~e.6)
           :A (v7 / label
                  :E (v14 / label
                          :E (v20 / label~e.7)
                          :C (v21 / label~e.8))
                  :C v10)))
