# ::id 643000
# ::tok Cynthia attributes the start of the marriage breakdown to LSD , and as a result , she felt that he slowly lost interest in her .
# ::alignments 0-1.1.1 1-1.1.2 2-1.1.3.1.1 3-1.1.3.1.2 4-1.1.3.2 5-1.1.3.3.1.1 6-1.1.3.3.1.2 7-1.1.3.3.2 8-1.1.4.1 9-1.1.4.2 11-1.2.1 12-1.2.2.1 13-1.2.2.2 14-1.2.2.3 16-1.3.2 17-1.3.3 19-1.3.1.2 20-1.3.1.3 21-1.3.1.4.1 22-1.3.1.4.2 23-1.3.1.5.1 24-1.3.1.5.2
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v5 / label~e.0)
           :P (v6 / label~e.1)
           :A (v7 / label
                  :E (v14 / label
                          :E (v26 / label~e.2)
                          :C (v27 / label~e.3))
                  :R (v15 / label~e.4)
                  :C (v16 / label
                          :A (v28 / label
                                  :E (v34 / label~e.5)
                                  :C (v35 / label~e.6))
                          :P (v29 / label~e.7)))
           :A (v8 / label
                  :R (v17 / label~e.8)
                  :C (v18 / label~e.9)))
    :L (v3 / label
           :C (v9 / label~e.11)
           :E (v10 / label
                   :R (v19 / label~e.12)
                   :E (v20 / label~e.13)
                   :C (v21 / label~e.14)))
    :H (v4 / label
           :A (v11 / label
                   :A (v22 / label~e.19)
                   :D (v23 / label~e.20)
                   :P (v24 / label
                           :E (v30 / label~e.21)
                           :C (v31 / label~e.22))
                   :A (v25 / label
                           :R (v32 / label~e.23)
                           :C (v33 / label~e.24)))
           :A (v12 / label~e.16)
           :P (v13 / label~e.17)))
