# ::id 243010
# ::tok Between 1998 and 2004 , Hawke was married to actress Uma Thurman .
# ::alignments 0-1.1.2.1 1-1.1.2.2 2-1.1.2.3 3-1.1.2.4 5-1.1.3 7-1.1.4.2 8-1.1.5.4 9-1.1.5.1 10-1.1.5.2 11-1.1.5.2
# ::format ucca
(v1 / label
    :H (v2 / label
           :D (v3 / label
                  :N (v7 / label~e.0)
                  :C (v8 / label~e.1)
                  :N (v9 / label~e.2)
                  :C (v10 / label~e.3))
           :A (v4 / label~e.5)
           :P (v5 / label
                  :C (v11 / label~e.7))
           :A (v6 / label
                  :E (v12 / label~e.9)
                  :C (v13 / label~e.10,11)
                  :R (v14 / label~e.8))))
