# ::id 1024010
# ::tok He also co - wrote the charity single " We Are the World " in 1985 with Lionel Richie , which was released worldwide to aid the poor in the U.S. and Africa .
# ::alignments 0-1.1.2 1-1.1.6 2-1.1.7 4-1.1.8 5-1.1.9.1.1 6-1.1.9.1.2 7-1.1.9.1.3 9-1.1.9.2 10-1.1.9.2 11-1.1.9.2 12-1.1.9.2 14-1.1.10.1 15-1.1.10.2 16-1.1.1.1 17-1.1.1.2 18-1.1.1.2 20-1.1.9.3.1 22-1.1.9.3.2.3 23-1.1.9.3.2.4 24-1.1.9.3.3 25-1.1.9.3.4.2 26-1.1.9.3.4.3.1.1 27-1.1.9.3.4.3.1.2 28-1.1.9.3.4.3.2.1 29-1.1.9.3.4.3.2.2.1.1 30-1.1.9.3.4.3.2.2.1.2 31-1.1.9.3.4.3.2.2.2 32-1.1.9.3.4.3.2.2.3
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v3 / label
                  :R (v10 / label~e.16)
                  :C (v11 / label~e.17,18))
           :A (v4 / label~e.0)
           :D (v5 / label~e.1)
           :D (v6 / label~e.2)
           :P (v7 / label~e.4)
           :A (v8 / label
                  :E (v12 / label
                          :E (v17 / label~e.5)
                          :E (v18 / label~e.6)
                          :C (v19 / label~e.7))
                  :C (v13 / label~e.9,10,11,12)
                  :E (v14 / label
                          :R (v20 / label~e.20)
                          :H (v21 / label
                                  :A v13
                                  :P (v24 / label~e.22)
                                  :A (v25 / label~e.23))
                          :L (v22 / label~e.24)
                          :H (v23 / label
                                  :A (v26 / label)
                                  :P (v27 / label~e.25)
                                  :A (v28 / label
                                          :S (v29 / label
                                                  :E (v31 / label~e.26)
                                                  :C (v32 / label~e.27))
                                          :A (v30 / label
                                                  :R (v33 / label~e.28)
                                                  :C (v34 / label
                                                          :C (v35 / label
                                                                  :E (v38 / label~e.29)
                                                                  :C (v39 / label~e.30))
                                                          :N (v36 / label~e.31)
                                                          :C (v37 / label~e.32)))))))
           :T (v9 / label
                  :R (v15 / label~e.14)
                  :C (v16 / label~e.15))))
