# ::id 508003
# ::tok Intending to move to Los Angeles , they flew in to search for a suitable property , but found themselves confined to their hotel , under curfew : the 1992 Los Angeles riots began the day they arrived .
# ::alignments 0-1.1.3.1 2-1.1.3.3 3-1.1.4.1 4-1.1.4.2 5-1.1.4.2 7-1.2.1 8-1.2.2.1 9-1.2.2.2 10-1.3 11-1.4.1 12-1.4.2.1 13-1.4.2.2 14-1.4.2.3 15-1.4.2.4 17-1.5 18-1.6.1.1 19-1.6.2 20-1.6.1.2 21-1.6.3.1 22-1.6.3.2 23-1.6.3.3 25-1.7.1.1 26-1.7.1.2 28-1.8.1.1 29-1.8.1.2 30-1.8.2.1 31-1.8.2.1 32-1.8.2.2 33-1.8.3 34-1.9.1 35-1.9.2 36-1.10.1 37-1.10.2
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v12 / label)
           :A (v13 / label)
           :P (v14 / label
                   :E (v31 / label~e.0)
                   :C (v32 / label~e.2))
           :A (v15 / label
                   :R (v33 / label~e.3)
                   :C (v34 / label~e.4,5)))
    :H (v3 / label
           :A (v16 / label~e.7)
           :P (v17 / label
                   :C (v35 / label~e.8)
                   :E (v36 / label~e.9)))
    :L (v4 / label~e.10)
    :H (v5 / label
           :P (v18 / label~e.11)
           :A (v19 / label
                   :R (v37 / label~e.12)
                   :E (v38 / label~e.13)
                   :E (v39 / label~e.14)
                   :C (v40 / label~e.15))
           :A v16)
    :L (v6 / label~e.17)
    :H (v7 / label
           :P (v20 / label
                   :E (v41 / label~e.18)
                   :C (v42 / label~e.20))
           :D (v21 / label~e.19)
           :A (v22 / label
                   :R (v43 / label~e.21)
                   :E (v44 / label~e.22)
                   :C (v45 / label~e.23))
           :A v16)
    :H (v8 / label
           :S (v23 / label
                   :E (v46 / label~e.25)
                   :C (v47 / label~e.26))
           :A v16)
    :H (v9 / label
           :D (v24 / label
                   :E (v48 / label~e.28)
                   :C (v49 / label~e.29))
           :A (v25 / label
                   :E (v50 / label~e.30,31)
                   :C (v51 / label~e.32))
           :P (v26 / label~e.33))
    :L (v10 / label
            :E (v27 / label~e.34)
            :C (v28 / label~e.35))
    :H (v11 / label
            :A (v29 / label~e.36)
            :P (v30 / label~e.37)))
