# ::id 565011
# ::tok To further take advantage of Presley 's popularity , four musical numbers were added to what was originally a straight acting role .
# ::alignments 0-1.1 1-1.2.2 3-1.2.3.2 4-1.2.4.1 5-1.2.4.2.1 6-1.2.4.2.2 7-1.2.4.3 9-1.3.2.1 10-1.3.2.2 11-1.3.2.3 13-1.3.4 14-1.3.1.1 15-1.3.1.2 17-1.3.1.3.3 19-1.3.1.3.5 20-1.3.1.3.6 21-1.3.1.3.7
# ::format ucca
(v1 / label
    :L (v2 / label~e.0)
    :H (v3 / label
           :A (v5 / label)
           :D (v6 / label~e.1)
           :P (v7 / label
                  :C (v12 / label~e.3))
           :A (v8 / label
                  :R (v13 / label~e.4)
                  :A (v14 / label
                          :C (v22 / label~e.5)
                          :R (v23 / label~e.6))
                  :S (v15 / label~e.7)))
    :H (v4 / label
           :A (v9 / label
                  :R (v16 / label~e.14)
                  :C (v17 / label~e.15)
                  :E (v18 / label
                          :A v17
                          :D (v24 / label~e.17)
                          :D (v25 / label~e.19)
                          :A (v26 / label~e.20)
                          :S (v27 / label~e.21)))
           :A (v10 / label
                   :Q (v19 / label~e.9)
                   :E (v20 / label~e.10)
                   :C (v21 / label~e.11))
           :P (v11 / label~e.13)))
